session_id;user_id;pc_id;date;hours_played;discount_promo
SESS-10000;USR-1391;PC-37;2026-08-28 21:03:00;3;0
SESS-10001;USR-1332;PC-36;2026-08-10 18:37:00;1;0
SESS-10002;USR-1253;PC-35;2026-08-01 23:48:00;3;0
SESS-10003;USR-1267;PC-02;2026-08-01 09:47:00;2;0
SESS-10004;USR-1432;PC-37;2026-08-28 19:51:00;2;0
SESS-10005;USR-1357;PC-06;2026-08-31 23:12:00;1;0
SESS-10006;USR-1191;PC-36;2026-08-11 13:15:00;2;1
SESS-10007;USR-1023;PC-23;2026-08-08 16:17:00;4;0
SESS-10008;USR-1012;PC-17;2026-08-24 14:56:00;2;0
SESS-10009;USR-1121;PC-19;2026-08-26 17:53:00;3;0
SESS-10010;USR-1339;PC-32;2026-08-30 12:53:00;1;0
SESS-10011;USR-1130;PC-37;2026-08-25 15:54:00;2;0
SESS-10012;USR-1266;PC-20;2026-08-29 16:01:00;1;1
SESS-10013;USR-1033;PC-20;2026-08-20 12:10:00;2;1
SESS-10014;USR-1203;PC-14;2026-08-06 11:14:00;2;0
SESS-10015;USR-1255;PC-33;2026-08-30 18:20:00;2;0
SESS-10016;USR-1200;PC-23;2026-08-13 17:30:00;2;0
SESS-10017;USR-1435;PC-23;2026-08-25 20:44:00;4;0
SESS-10018;USR-1168;PC-37;2026-08-01 09:24:00;1;0
SESS-10019;USR-1069;PC-07;2026-08-06 12:24:00;3;1
SESS-10020;USR-1036;PC-12;2026-08-06 20:16:00;3;1
SESS-10021;USR-1415;PC-19;2026-08-27 13:48:00;5;0
SESS-10022;USR-1288;PC-13;2026-08-29 22:38:00;3;0
SESS-10023;USR-1025;PC-33;2026-08-07 23:51:00;2;0
SESS-10024;USR-1012;PC-07;2026-08-18 22:46:00;2;0
SESS-10025;USR-1434;PC-06;2026-08-16 13:22:00;2;0
SESS-10026;USR-1344;PC-29;2026-08-31 18:48:00;2;0
SESS-10027;USR-1065;PC-32;2026-08-14 09:20:00;1;0
SESS-10028;USR-1216;PC-24;2026-08-26 09:27:00;2;0
SESS-10029;USR-1391;PC-06;2026-08-30 15:51:00;2;1
SESS-10030;USR-1203;PC-27;2026-08-02 21:45:00;1;0
SESS-10031;;PC-21;2026-08-13 18:08:00;1;0
SESS-10032;USR-1058;PC-21;2026-08-04 15:23:00;3;0
SESS-10033;USR-1437;PC-08;2026-08-06 19:28:00;2;0
SESS-10034;USR-1010;PC-26;2026-08-27 21:08:00;4;1
SESS-10035;USR-1267;PC-04;2026-08-20 20:02:00;3;0
SESS-10036;USR-1428;PC-08;2026-08-27 15:58:00;2;0
SESS-10037;USR-1196;PC-17;2026-08-06 09:03:00;1;0
SESS-10038;USR-1185;PC-17;2026-08-07 14:55:00;4;0
