session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-12374;2026-08-02 17:16:00;USR-1090;1994-03-10;M;Standard;3;756;270;Card;Cyberpunk 2077;4.0;1
SESS-13578;2026-08-01 11:35:50;USR-1240;2010-11-19;M;PS5;2;0;500;App;Minecraft;;0
SESS-11828;2026-08-28 18:45:36;USR-1638;2006-07-17;M;Bootcamp;2;310;300;App;PUBG;;0
SESS-15536;2026-08-11 21:08:32;USR-1125;2010-12-21;M;VIP;1;60;200;Cash;Dota 2;;0
SESS-12904;2026-08-06 20:09:39;USR-1467;1996-12-14;M;PS5;1;550;250;Card;CS2;;0
SESS-12381;2026-08-16 15:27:00;USR-1507;2010-01-02;M;Standard;3;0;300;App;Valorant;;0
SESS-12271;2026-08-29 18:56:07;USR-1101;1999-05-13;m;Standard;2;0;200;Card;GTA V;;0
SESS-12143;2026-08-06 02:57:50;USR-1354;2012-07-21;M;Bootcamp;2;0;300;Card;GTA V;4.0;0
SESS-11588;2026-08-14 10:37:14;USR-1215;2008-03-04;F;Standard;2;160;200;Card;Apex Legends;4.0;0
SESS-12187;2026-08-26 19:34:13;USR-1123;2004-03-26;M;Standard;1;0;100;Card;CS2;;0
SESS-15139;2026-08-28 13:21:41;USR-1174;2006-01-22;M;Standard;3;672;270;Card;Minecraft;4.5;1
SESS-11410;2026-08-13 17:19:20;USR-1460;2007-05-09;M;Bootcamp;2;0;300;App;CS2;;0
SESS-13429;2026-08-08 18:22:28;USR-1682;2002-12-12;M;Standard;5 ч.;0;450;Card;Valorant;;1
SESS-14586;2026-08-23 19:46:58;USR-1067;2003-04-21;F;Standard;2;0;200;App;CS2;;0
SESS-11329;2026-08-23 20:22:45;USR-1106;1994-03-02;M;VIP;1;330;200;App;GTA V;;0
SESS-13166;2026-08-27 17:35:30;USR-1028;1995-02-02;M;PS5;2;390;500;Card;Browser/Work;;0
SESS-15562;2026-08-27 12:54:08;USR-1752;2009-11-03;M;VIP;3;0;600;App;Valorant;;0
SESS-14659;2026-08-14 22:47:17;USR-1056;2008-02-15;M;VIP;8;0;1440;Card;Dota 2;5.0;1
SESS-12883;2026-08-19 19:54:14;USR-1099;1999-03-12;M;Standard;2;240;200;App;Dota 2;;0
SESS-15237;2026-08-30 22:45:03;USR-1318;2006-04-05;M;Bootcamp;12;2000;1800;App;CS2;5.0;0
SESS-12383;2026-08-01 18:16:54;USR-1547;2005-01-22;M;Bootcamp;1;0;150;App;CS2;5.0;0
SESS-15354;2026-08-09 20:29:33;USR-1438;2002-08-07;F;Standard;1;80;100;Card;Dota 2;;0
SESS-13826;2026-08-28 18:31:08;USR-1013;2005-05-04;M;PS5;3;0;750;Cash;Dota 2;5.0;0
SESS-14094;2026-08-06 15:42:31;USR-1158;2006-04-21;M;Bootcamp;1;0;150;Card;Dota 2;;0
SESS-13402;2026-08-01 20:07:08;USR-1453;2009-10-26;M;Standard;2;160;200;Card;Dota 2;4.0;0
SESS-14074;2026-08-07 14:53:23;USR-1148;2011-11-09;M;Standard;3;0;300;App;Valorant;;0
SESS-11503;2026-08-30 17:06:03;USR-1742;2003-02-08;M;Bootcamp;2;0;300;Card;Dota 2;4.5;0
SESS-13380;2026-08-28 10:03:11;USR-1701;2007-05-14;M;Standard;2;0;200;Card;Apex Legends;;0
SESS-13095;2026-08-25 16:34:20;USR-1649;2011-11-11;M;VIP;1;80;200;Card;Minecraft;;0
SESS-14609;2026-08-02 16:38:49;USR-1496;2010-08-25;M;Standard;1;0;100;Cash;CS2;4.5;0
SESS-12377;2026-08-16 19:36:05;USR-1139;2006-05-24;M;Standard;2;0;200;Card;Valorant;;0
SESS-15702;2026-08-27 19:38:17;USR-1472;2006-08-13;F;Bootcamp;2;0;300;App;CS2;;0
SESS-13746;2026-08-05 17:08:38;USR-1081;2006-09-09;M;Bootcamp;8;0;1200;App;CS2;4.0;0
SESS-12972;2026-08-19 17:58:58;USR-1053;1998-03-24;M;Standard;2;0;200;Card;Cyberpunk 2077;;0
SESS-12832;2026-08-06 14:21:07;USR-1493;2010-05-23;M;Standard;1;0;100;Cash;Deadlock;;0
SESS-12335;2026-08-08 22:29:27;USR-1104;2012-07-03;M;Bootcamp;12;0;1800;Cash;CS2;4.5;0
SESS-12857;2026-08-29 08:47:43;USR-1148;2011-11-09;M;Standard;4;0;400;App;Dota 2;;0
SESS-13925;2026-08-28 23:14:00;USR-1575;2010-01-04;M;Standard;3;0;300;App;Minecraft;;0
SESS-12002;2026-08-29 19:18:15;USR-1569;1994-10-11;F;PS5;2;510;500;Card;Dota 2;4.5;0
SESS-10555;2026-08-13 15:32:24;USR-1693;2011-09-04;M;Standard;3;0;300;App;CS2;;0
SESS-10220;2026-08-18 19:38:38;USR-1337;2011-10-20;M;PS5;2;0;500;Card;Valorant;;0
SESS-15290;2026-08-22 23:49:16;USR-1729;1995-09-04;M;Standard;8;2000;800;Card;CS2;4.5;0
SESS-10416;2026-08-04 12:49:59;USR-1743;2003-06-17;M;VIP;3;440;600;Card;CS2;;0
SESS-11327;2026-08-14 14:26:03;USR-1267;2012-06-22;M;Standard;3;180;300;Card;CS2;;0
SESS-12644;2026-08-05 20:23:07;USR-1147;2011-06-14;M;Standard;2;0;200;Card;PUBG;;0
SESS-14500;2026-08-22 18:40:20;USR-1662;2004-06-15;M;Bootcamp;5;0;750;App;CS2;4.0;0
SESS-11076;2026-08-13 11:09:59;USR-1214;2006-11-04;M;PS5;2;160;500;App;CS2;5.0;0
SESS-10143;2026-08-06 09:20:01;USR-1333;2010-12-27;M;Standard;2;0;200;Cash;Minecraft;;0
SESS-15472;2026-08-28 12:24:59;USR-1240;2010-11-19;M;Bootcamp;4;240;600;Card;Minecraft;5.0;0
SESS-13319;2026-08-20 00:25:55;USR-1145;2006-10-12;M;VIP;8;1903;1440;Card;Dota 2;4.5;1
SESS-10822;2026-08-10 19:26:49;USR-1718;2002-10-24;M;Bootcamp;3;0;450;Card;Dota 2;;0
SESS-10898;2026-08-15 17:46:39;USR-1504;2003-07-15;M;Bootcamp;1;0;150;App;Dota 2;;0
SESS-12318;2026-08-20 15:56:42;USR-1129;2006-07-05;M;Standard;1;120;100;Card;Dota 2;4.0;0
SESS-10913;2026-08-07 09:57:26;USR-1371;2011-11-05;M;VIP;1;0;200;Card;Valorant;;0
SESS-11845;2026-08-14 19:34:54;USR-1113;1999-03-01;M;VIP;3;690;600;Card;GTA V;4.0;0
SESS-15466;2026-08-14 09:35:20;USR-1042;2004-01-17;M;Standard;5;1120;450;Card;Dota 2;4.0;1
SESS-10345;2026-08-23 12:24:00;USR-1121;2011-09-11;F;Standard;3;336;270;App;Valorant;4.0;1
SESS-11793;2026-08-09 14:31:57;USR-1704;2007-07-14;M;Standard;8;0;720;Card;Deadlock;;1
SESS-15810;2026-08-13 17:07:41;USR-1020;2003-11-22;F;VIP;1;0;200;Card;Minecraft;;0
SESS-15372;2026-08-05 02:24:53;USR-1135;2004-01-07;M;Bootcamp;3;510;450;Card;Dota 2;3.0;0
SESS-12543;2026-08-18 02:28:35;USR-1007;2007-12-25;M;Standard;4;0;400;Card;Dota 2;4.5;0
SESS-13744;2026-08-16 11:04:56;USR-1325;2005-02-11;F;Standard;2;160;200;Card;Dota 2;;0
SESS-13426;2026-08-29 08:00:09;USR-1507;2010-01-02;M;Bootcamp;2;120;300;Cash;CS2;5.0;0
SESS-13816;2026-08-29 23:29:57;USR-1392;1996-04-05;M;Bootcamp;8;0;1200;Card;CS2;;0
SESS-13749;2026-08-17 17:54:01;USR-1150;2007-07-20;F;PS5;3;503;675;App;Valorant;4.0;1
SESS-11276;2026-08-19 18:55:18;USR-1064;2006-10-13;M;Bootcamp;5;680;750;App;CS2;;0
SESS-12342;2026-08-09 01:30:53;USR-1788;2009-09-25;M;Bootcamp;12;0;1800;Cash;Deadlock;4.5;0
SESS-12689;2026-08-18 17:17:01;USR-1056;2008-02-15;M;VIP;3;630;600;Card;Cyberpunk 2077;;0
SESS-10225;2026-08-21 15:19:51;USR-1213;2003-05-26;M;VIP;8;0;1600;Card;Dota 2;4.0;0
