session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-10205;2026-08-30 02:27:09;USR-1191;2012-01-04;M;Standard;2;160;200;Cash;Minecraft;;0
SESS-11807;2026-08-19 21:07:54;USR-1148;2006-02-26;M;PS5;4;640;1000;Card;CS2;;0
SESS-13697;2026-08-28 15:02:47;USR-1794;2011-04-23;F;Standard;2;0;200;Cash;CS2;5.0;0
SESS-12632;2026-08-04 18:01:15;USR-1144;2012-05-06;M;Standard;5;0;450;Cash;Minecraft;3.0;1
SESS-11330;2026-08-19 19:28:01;USR-1412;2023-06-15;M;VIP;-2;0;200;Card;Dota 2;;0
SESS-11618;2026-08-09 16:07:18;USR-1790;2010-11-09;M;Bootcamp;2;224;270;App;Dota 2;;1
SESS-10505;2026-08-29 22:48:16;USR-1147;2011-11-23;F;PS5;8;0;2000;App;Valorant;2.0;0
SESS-12076;2026-08-11 19:32:18;USR-1026;2004-11-19;M;Standard;2;240;200;App;Dota 2;;0
SESS-14006;2026-08-11 21:07:23;USR-1430;2012-07-12;M;Standard;3;251;270;App;Minecraft;;1
SESS-14609;2026-08-07 15:47:51;USR-1057;2005-01-23;M;VIP;4;630;800;App;Valorant;4.5;0
SESS-13077;2026-08-03 22:30:55;USR-1459;2005-11-02;M;Standard;8;640;800;Card;CS2;4.0;0
SESS-13290;2026-08-02 22:15:49;USR-1468;2004-01-18;M;Standard;5;0;500;App;CS2;4.5;0
SESS-12611;2026-08-02 14:22:13;USR-1111;2007-08-16;M;PS5;3;503;675;Card;CS2;;1
SESS-13026;2026-08-13 20:12:32;USR-1680;2010-08-24;M;Bootcamp;2;0;300;Cash;Minecraft;2.0;0
SESS-12249;2026-08-11 23:21:06;USR-1544;2010-04-02;F;Standard;8;0;800;App;GTA V;5.0;0
SESS-11684;2026-08-20 21:51:51;USR-1032;2011-01-16;M;Standard;2;120;200;App;Minecraft;4.5;0
SESS-12098;2026-08-22 19:57:32;USR-1013;2007-11-05;M;VIP;2;390;400;App;CS2;;0
SESS-11164;2026-08-16 12:41:13;USR-1124;2006-10-16;M;VIP;3;546;540;Cash;CS2;;1
SESS-15039;2026-08-15 13:19:45;USR-1318;2011-06-07;F;Standard;2;0;200;App;Valorant;3.0;0
SESS-12609;2026-08-05 21:29:28;USR-1097;1998-09-14;M;PS5;2;909;450;Card;Dota 2;4.5;1
SESS-13465;2026-08-02 08:25:17;USR-1555;2011-04-07;M;Standard;2;0;200;Cash;CS2;3.0;0
SESS-13615;2026-08-09 22:20:47;USR-1347;2007-07-15;M;Standard;8;640;800;App;Valorant;2.0;0
SESS-15218;2026-08-06 13:23:42;USR-1530;2004-07-07;M;Standard;2;160;200;Card;Deadlock;;0
SESS-14910;2026-08-15 10:45:22;USR-1359;2000-09-26;F;VIP;4;1428;720;Card;Dota 2;4.5;1
SESS-12239;2026-08-10 01:45:57;USR-1523;2007-12-03;M;VIP;5;0;1000;App;CS2;3.0;0
SESS-13739;2026-08-28 20:03:11;USR-1191;2012-01-04;M;VIP;1;80;200;Cash;CS2;4.0;0
SESS-11229;2026-08-12 21:24:49;USR-1009;2007-11-20;M;Standard;2;0;200;App;Deadlock;;0
SESS-10707;2026-08-04 14:00:44;USR-1687;2011-06-18;M;Standard;1;60;100;Cash;Deadlock;;0
SESS-10793;2026-08-02 18:15:25;USR-1701;1999-06-19;M;PS5;5;1260;1125;App;CS2;;1
SESS-10638;2026-08-01 08:25:02;USR-1001;2004-05-07;F;Standard;1;0;100;Card;CS2;4.5;0
SESS-13246;2026-08-23 21:02:43;USR-1302;2011-05-05;M;PS5;2;0;500;Card;CS2;;0
SESS-15189;2026-08-27 10:28:45;USR-1199;2010-10-22;M;Standard;2;112;180;App;Valorant;;1
SESS-14811;2026-08-25 13:53:03;USR-1672;2009-05-24;F;Standard;3;0;300;Cash;Deadlock;;0
SESS-10161;2026-08-01 19:56:31;USR-1714;1991-01-28;M;Standard;3;360;300;Card;CS2;4.5;0
SESS-14980;2026-08-26 17:37:16;USR-1345;2004-10-17;M;VIP;1;160;200;Card;Dota 2;2.0;0
SESS-10539;2026-08-05 20:34:57;USR-1045;1998-06-01;M;Standard;1;120;100;Card;Dota 2;;0
SESS-13226;2026-08-16 14:46:14;USR-1082;2004-11-15;M;Bootcamp;2;546;270;Card;Valorant;1.0;1
SESS-14453;2026-08-27 10:07:38;USR-1584;2008-05-15;M;PS5;3;360;750;Card;CS2;4.0;0
SESS-11767;2026-08-13 06:39:11;USR-1487;2003-10-20;F;Standard;8;1280;800;Card;CS2;;0
SESS-12699;2026-08-16 23:20:24;USR-1219;2003-10-17;F;Standard;8;1344;720;App;Dota 2;;1
SESS-13141;2026-08-03 17:20:10;USR-1128;2008-01-22;M;Standard;3;240;300;Card;Dota 2;;0
SESS-15349;2026-08-18 15:34:28;USR-1665;2005-01-16;M;Bootcamp;1;0;150;Card;PUBG;1.0;0
SESS-12237;2026-08-19 08:47:54;USR-1047;2012-05-26;M;Standard;2;0;200;Cash;CS2;;0
SESS-10216;2026-08-04 01:40:12;USR-1017;1997-07-17;M;PS5;12;0;2700;Card;Browser/Work;;1
SESS-14405;2026-08-05 13:22:17;USR-1082;2004-11-15;M;Standard;3;336;270;Card;Dota 2;;1
SESS-11986;2026-08-02 08:48:10;USR-1100;1993-03-24;M;VIP;2;510;400;Card;Cyberpunk 2077;;0
SESS-13710;2026-08-29 10:04:34;USR-1419;2005-08-08;M;VIP;2;0;400;Card;Dota 2;;0
SESS-13740;2026-08-08 15:58:14;USR-1036;2007-12-21; M ;PS5;5;800;1250;Cash;GTA V;5.0;0
SESS-11047;2026-08-06 15:57:38;USR-1032;2011-01-16;M;VIP;2;224;360;Cash;CS2;;1
SESS-12857;2026-08-14 19:41:19;USR-1346;2009-09-25;M;Standard;2;80;200;App;CS2;;0
SESS-11367;2026-08-09 16:26:36;USR-1065;2010-06-06;M;VIP;2;0;400;Cash;CS2;4.5;0
SESS-11852;2026-08-22 15:26:52;USR-1093;2003-02-09;M;VIP;5;550;1000;Card;CS2;;0
SESS-11956;2026-08-18 13:27:11;USR-1103;2009-03-25;M;Standard;3;0;300;App;Valorant;;0
SESS-12577;2026-08-02 14:34:01;USR-1113;2007-06-21;F;Standard;2;320;200;App;CS2;;0
SESS-13665;2026-08-01 22:03:51;USR-1044;2006-03-10;M;Bootcamp;12;1554;1620;Card;Deadlock;;1
SESS-13349;2026-08-23 15:16:57;USR-1153;2004-05-19;M;PS5;1;0;250;App;Valorant;;0
SESS-14304;2026-08-11 11:30:46;USR-1071;2011-06-04;M; Bootcamp ;12;1344;1080;Cash;Minecraft;4.5;1
SESS-13302;2026-08-04 13:46:24;USR-1772;1993-10-24;M;VIP;3;923;540;Card;Deadlock;;1
SESS-13166;2026-08-26 19:25:26;USR-1305;2009-05-18;M;Standard;2;80;200;Cash;Deadlock;;0
SESS-12297;2026-08-08 06:38:01;USR-1748;2009-02-15;F;Standard;4;0;360;Cash;Minecraft;;1
SESS-10576;2026-08-09 20:05:06;USR-1491;2005-07-07;M;Bootcamp;3;440;450;Card;Dota 2;;0
SESS-14130;2026-08-02 17:54:23;USR-1692;2008-03-08;F;Standard;2;320;200;Cash;Dota 2;;0
SESS-10200;2026-08-01 09:20:49;USR-1769;2006-08-21;M;Standard;4;0;400;App;CS2;;0
SESS-10861;2026-08-10 16:38:15;USR-1066;2010-02-10;M;Standard;8;0;800;App;CS2;4.5;0
SESS-12394;2026-08-02 15:29:56;USR-1122;2007-06-12;M;Standard;2;0;200;Card;PUBG;;0
