session_id;user_id;pc_id;date;hours_played;discount_promo
SESS-10000;USR-1286;PC-26;2026-08-04 22:09:00;3;0
SESS-10001;USR-1270;PC-19;2026-08-26 09:40:00;4;1
SESS-10002;USR-1206;PC-31;2026-08-31 09:23:00;3;1
SESS-10003;USR-1187;PC-04;2026-08-24 11:47:00;1;0
SESS-10004;USR-1181;PC-01;2026-08-09 16:10:00;1;0
SESS-10005;USR-1206;PC-15;2026-08-05 11:47:00;4;1
SESS-10006;USR-1045;PC-10;2026-08-31 13:27:00;3;1
SESS-10007;USR-1156;PC-15;2026-08-31 18:28:00;1;1
SESS-10008;USR-1165;PC-15;2026-08-21 18:52:00;2;1
SESS-10009;USR-1373;PC-16;2026-08-16 17:31:00;1;0
SESS-10010;USR-1290;PC-31;2026-08-21 14:43:00;4;0
SESS-10011;USR-1211;PC-15;2026-08-14 21:38:00;1;0
SESS-10012;USR-1358;PC-32;2026-08-06 16:16:00;4;0
SESS-10013;USR-1114;PC-25;2026-08-02 23:23:00;3;0
SESS-10014;USR-1438;PC-12;2026-08-10 12:02:00;4;0
SESS-10015;USR-1268;PC-19;2026-08-03 20:55:00;2;0
SESS-10016;USR-1305;PC-13;2026-08-25 20:58:00;1;0
SESS-10017;;PC-24;2026-08-04 16:14:00;2;0
SESS-10018;USR-1353;PC-33;2026-08-29 14:38:00;2;0
SESS-10019;USR-1253;PC-34;2026-08-28 19:26:00;2;0
SESS-10020;USR-1375;PC-10;2026-08-26 13:23:00;2;0
SESS-10021;USR-1392;PC-21;2026-08-15 13:14:00;3;0
SESS-10022;USR-1288;PC-20;2026-08-07 13:46:00;2;0
SESS-10023;USR-1363;PC-32;2026-08-31 21:49:00;2;1
SESS-10024;USR-1062;PC-26;2026-08-25 22:52:00;2;0
SESS-10025;USR-1211;PC-34;2026-08-04 23:06:00;2;1
SESS-10026;USR-1332;PC-24;2026-08-02 11:52:00;2;0
SESS-10027;USR-1243;PC-11;2026-08-28 11:04:00;8;0
SESS-10028;USR-1143;PC-12;2026-08-29 20:57:00;2;0
SESS-10029;USR-1235;PC-26;2026-08-16 15:24:00;1;1
SESS-10030;USR-1223;PC-03;2026-08-24 14:06:00;8;0
SESS-10031;USR-1415;PC-02;2026-08-05 16:00:00;4;0
SESS-10032;USR-1097;PC-23;2026-08-16 12:59:00;2;1
SESS-10033;USR-1217;PC-20;2026-08-20 23:38:00;2;0
SESS-10034;USR-1203;PC-19;2026-08-18 09:22:00;2;0
SESS-10035;USR-1096;PC-01;2026-08-06 16:08:00;1;0
SESS-10036;USR-1301;PC-06;2026-08-19 12:55:00;2;0
SESS-10037;USR-1249;PC-36;2026-08-02 09:24:00;2;0
SESS-10038;USR-1235;PC-06;2026-08-27 20:28:00;1;0
SESS-10039;USR-1072;PC-28;2026-08-06 10:21:00;1;0
SESS-10040;USR-1046;PC-01;2026-08-09 13:25:00;2;0
SESS-10041;USR-1423;PC-31;2026-08-16 22:08:00;1;1
SESS-10042;USR-1333;PC-17;2026-08-11 21:35:00;2;0
SESS-10043;USR-1059;PC-16;2026-08-06 22:06:00;2;1
SESS-10044;USR-1314;PC-17;2026-08-30 12:06:00;4;0
SESS-10045;USR-1145;PC-19;2026-08-30 23:50:00;2;1
SESS-10046;USR-1286;PC-37;2026-08-17 10:39:00;2;0
SESS-10047;USR-1261;PC-04;2026-08-17 09:22:00;5;1
SESS-10048;USR-1426;PC-32;2026-08-17 12:59:00;2;0
SESS-10049;USR-1030;PC-08;2026-08-18 19:12:00;2;0
SESS-10050;;PC-21;2026-08-23 20:24:00;3;1
SESS-10051;USR-1437;PC-07;2026-08-03 17:56:00;2;0
SESS-10052;USR-1134;PC-36;2026-08-18 18:25:00;1;0
SESS-10053;USR-1240;PC-27;2026-08-19 19:31:00;3;1
SESS-10054;USR-1047;PC-11;2026-08-12 16:55:00;3;1
SESS-10055;USR-1237;PC-19;2026-08-30 16:04:00;3;0
SESS-10056;USR-1078;PC-25;2026-08-30 09:05:00;1;0
SESS-10057;USR-1400;PC-26;2026-08-27 12:02:00;1;1
SESS-10058;USR-1025;PC-10;2026-08-19 20:34:00;4;0
SESS-10059;USR-1267;PC-02;2026-08-02 12:53:00;2;1
SESS-10060;;PC-25;2026-08-23 13:03:00;1;0
SESS-10061;USR-1173;PC-21;2026-08-09 19:03:00;2;1
SESS-10062;USR-1002;PC-21;2026-08-26 10:17:00;3;1
SESS-10063;USR-1201;PC-14;2026-08-04 19:51:00;2;0
SESS-10064;USR-1232;PC-36;2026-08-03 09:36:00;2;1
SESS-10065;USR-1199;PC-35;2026-08-23 16:10:00;3;0
SESS-10066;USR-1161;PC-06;2026-08-25 13:40:00;1;0
SESS-10067;USR-1217;PC-22;2026-08-01 13:14:00;2;0
SESS-10068;USR-1265;PC-35;2026-08-05 13:04:00;1;0
SESS-10069;USR-1345;PC-29;2026-08-10 19:19:00;3;1
SESS-10070;USR-1116;PC-24;2026-08-10 11:42:00;1;0
SESS-10071;;PC-06;2026-08-21 10:22:00;2;0
SESS-10072;USR-1050;PC-33;2026-08-26 15:35:00;1;0
SESS-10073;USR-1202;PC-22;2026-08-11 14:34:00;2;0
SESS-10074;USR-1329;PC-36;2026-08-27 23:56:00;5;0
SESS-10075;USR-1428;PC-17;2026-08-03 13:16:00;4;0
SESS-10076;USR-1032;PC-15;2026-08-18 16:30:00;8;0
SESS-10077;USR-1008;PC-04;2026-08-11 23:36:00;3;0
SESS-10078;USR-1350;PC-13;2026-08-04 11:19:00;3;0
SESS-10079;USR-1188;PC-07;2026-08-13 16:29:00;2;0
SESS-10080;USR-1287;PC-28;2026-08-06 13:54:00;2;0
SESS-10081;USR-1051;PC-32;2026-08-19 23:32:00;1;1
SESS-10082;;PC-17;2026-08-01 14:41:00;3;1
SESS-10083;USR-1282;PC-37;2026-08-20 11:08:00;2;0
SESS-10084;USR-1297;PC-15;2026-08-03 15:10:00;2;1
SESS-10085;;PC-06;2026-08-30 13:35:00;3;0
SESS-10086;USR-1122;PC-03;2026-08-01 19:59:00;2;0
SESS-10087;;PC-19;2026-08-15 09:59:00;1;0
SESS-10088;USR-1046;PC-29;2026-08-24 19:58:00;2;0
SESS-10089;USR-1376;PC-24;2026-08-22 12:15:00;3;0
SESS-10090;USR-1144;PC-08;2026-08-23 13:20:00;5;0
SESS-10091;USR-1118;PC-25;2026-08-19 10:46:00;2;1
SESS-10092;USR-1301;PC-14;2026-08-30 12:42:00;5;0
SESS-10093;USR-1385;PC-03;2026-08-09 09:52:00;1;0
SESS-10094;;PC-24;2026-08-29 23:30:00;1;0
SESS-10095;USR-1301;PC-34;2026-08-17 20:19:00;2;0
SESS-10096;USR-1036;PC-14;2026-08-30 15:57:00;1;0
SESS-10097;USR-1249;PC-10;2026-08-12 23:43:00;2;1
SESS-10098;USR-1095;PC-21;2026-08-01 15:29:00;2;0
SESS-10099;USR-1203;PC-31;2026-08-04 10:35:00;2;0
SESS-10100;USR-1067;PC-26;2026-08-17 10:03:00;1;0
SESS-10101;USR-1338;PC-32;2026-08-14 19:51:00;2;0
SESS-10102;;PC-04;2026-08-26 12:15:00;3;0
SESS-10103;USR-1035;PC-11;2026-08-05 20:24:00;2;0
SESS-10104;USR-1279;PC-15;2026-08-12 09:57:00;3;0
SESS-10105;USR-1131;PC-17;2026-08-05 17:15:00;3;1
SESS-10106;USR-1045;PC-31;2026-08-09 14:18:00;8;0
SESS-10107;USR-1313;PC-14;2026-08-14 10:31:00;2;0
SESS-10108;USR-1167;PC-20;2026-08-26 16:03:00;2;0
SESS-10109;;PC-01;2026-08-01 20:59:00;2;0
SESS-10110;USR-1114;PC-07;2026-08-31 20:12:00;2;0
SESS-10111;USR-1110;PC-29;2026-08-12 16:11:00;3;0
SESS-10112;;PC-36;2026-08-18 09:54:00;2;0
SESS-10113;USR-1353;PC-03;2026-08-20 18:43:00;1;0
SESS-10114;USR-1098;PC-30;2026-08-19 12:41:00;2;0
SESS-10115;USR-1304;PC-21;2026-08-31 18:10:00;1;0
SESS-10116;USR-1023;PC-13;2026-08-30 11:47:00;1;0
SESS-10117;USR-1127;PC-24;2026-08-19 11:18:00;4;1
SESS-10118;USR-1206;PC-32;2026-08-02 23:20:00;1;0
SESS-10119;USR-1401;PC-23;2026-08-21 17:47:00;5;0
SESS-10120;USR-1019;PC-08;2026-08-26 12:39:00;2;0
SESS-10121;USR-1308;PC-28;2026-08-16 10:13:00;1;0
SESS-10122;USR-1358;PC-30;2026-08-20 23:46:00;5;0
SESS-10123;USR-1293;PC-14;2026-08-03 14:48:00;3;0
SESS-10124;USR-1299;PC-31;2026-08-06 10:05:00;2;0
SESS-10125;USR-1402;PC-33;2026-08-05 23:04:00;1;0
SESS-10126;USR-1392;PC-23;2026-08-26 13:50:00;5;0
SESS-10127;USR-1030;PC-01;2026-08-26 11:35:00;3;0
SESS-10128;USR-1099;PC-11;2026-08-29 13:15:00;4;1
SESS-10129;USR-1004;PC-04;2026-08-07 21:32:00;2;0
SESS-10130;USR-1295;PC-01;2026-08-24 13:38:00;3;0
SESS-10131;USR-1277;PC-06;2026-08-12 10:26:00;4;1
SESS-10132;USR-1415;PC-22;2026-08-30 20:53:00;2;0
SESS-10133;USR-1314;PC-26;2026-08-30 16:04:00;1;0
SESS-10134;USR-1423;PC-25;2026-08-02 22:28:00;1;0
SESS-10135;USR-1165;PC-25;2026-08-23 15:08:00;3;0
SESS-10136;USR-1223;PC-34;2026-08-25 22:25:00;2;0
SESS-10137;;PC-23;2026-08-29 19:59:00;2;0
SESS-10138;USR-1006;PC-20;2026-08-13 12:21:00;3;0
SESS-10139;USR-1163;PC-18;2026-08-28 11:57:00;4;0
SESS-10140;USR-1304;PC-13;2026-08-26 23:46:00;2;1
SESS-10141;;PC-04;2026-08-07 17:30:00;2;0
SESS-10142;USR-1176;PC-33;2026-08-09 14:43:00;2;0
SESS-10143;USR-1115;PC-18;2026-08-26 18:00:00;2;1
SESS-10144;USR-1112;PC-02;2026-08-30 20:26:00;1;1
SESS-10145;USR-1171;PC-03;2026-08-30 15:13:00;3;0
SESS-10146;USR-1306;PC-12;2026-08-19 11:21:00;3;0
SESS-10147;USR-1341;PC-01;2026-08-11 16:48:00;1;0
SESS-10148;USR-1433;PC-23;2026-08-10 12:30:00;3;0
SESS-10149;USR-1260;PC-33;2026-08-05 11:31:00;5;1
SESS-10150;USR-1426;PC-11;2026-08-10 10:02:00;1;0
SESS-10151;USR-1419;PC-29;2026-08-24 18:47:00;8;0
SESS-10152;;PC-22;2026-08-29 12:05:00;1;0
SESS-10153;USR-1337;PC-20;2026-08-31 18:30:00;1;1
SESS-10154;USR-1310;PC-34;2026-08-22 17:10:00;2;0
SESS-10155;USR-1409;PC-35;2026-08-02 23:41:00;2;1
SESS-10156;USR-1169;PC-25;2026-08-23 14:58:00;1;1
SESS-10157;USR-1144;PC-04;2026-08-24 09:54:00;2;1
SESS-10158;USR-1370;PC-35;2026-08-10 19:02:00;2;0
SESS-10159;USR-1203;PC-13;2026-08-09 11:17:00;1;0
SESS-10160;USR-1272;PC-01;2026-08-08 17:18:00;2;0
SESS-10161;;PC-15;2026-08-14 12:51:00;1;0
SESS-10162;USR-1380;PC-11;2026-08-31 10:23:00;3;0
SESS-10163;USR-1292;PC-06;2026-08-31 19:47:00;5;0
SESS-10164;USR-1380;PC-02;2026-08-25 15:13:00;2;0
SESS-10165;USR-1344;PC-32;2026-08-25 21:47:00;3;0
