user_id;birth_date;gender;loyalty_tier
USR-2000;2005-01-01;M;Gold
USR-2001;2005-04-02;F;Bronze
USR-2002;2006-01-27;M;Standard
USR-2003;2004-07-27;M;Standard
USR-2004;1995-10-18;M;Standard
USR-2005;2004-07-15;M;Standard
USR-2006;2006-03-10;M;Bronze
USR-2007;2004-04-12;M;Bronze
USR-2008;2011-05-11;M;Bronze
USR-2009;2007-06-22;F;Standard
USR-2010;2012-09-17;F;Standard
USR-2011;2005-10-10;M;Bronze
USR-2012;1997-10-16;M;Bronze
USR-2013;2005-12-26;M;Gold
USR-2014;2008-02-07;F;Bronze
USR-2015;1995-10-25;M;Bronze
USR-2016;2007-10-07;M;Standard
USR-2017;2010-08-03;F;Standard
USR-2018;2004-08-26;M;Standard
USR-2019;2005-08-28;M;Bronze
USR-2020;2006-02-07;M;Standard
USR-2021;2011-07-03;M;Bronze
USR-2022;2001-07-24;M;Bronze
USR-2023;2008-04-24;M;Bronze
USR-2024;2005-08-12;M;Standard
USR-2025;2010-10-01;M;Standard
USR-2026;2010-08-28;M;VIP
USR-2027;2010-04-11;M;VIP
USR-2028;2010-04-21;F;Standard
USR-2029;1994-01-24;M;Standard
USR-2030;2007-01-04;M;Standard
USR-2031;1996-08-13;M;Bronze
USR-2032;2004-11-26;M;Silver
USR-2033;2009-01-17;M;Standard
USR-2034;1994-09-22;F;Bronze
USR-2035;2000-11-23;M;Bronze
USR-2036;2009-09-06;M;Standard
USR-2037;1994-09-22;M;Bronze
USR-2038;1996-01-10;M;Standard
USR-2039;1997-06-19;M;Standard
USR-2040;2004-06-14;M;Standard
USR-2041;2010-09-15;M;Silver
USR-2042;1995-10-08;F;Bronze
USR-2043;2008-09-11;M;Silver
USR-2044;1999-02-12;M;Bronze
USR-2045;2003-05-27;M;Bronze
USR-2046;1996-07-11;M;Silver
USR-2047;2004-07-22;M;Bronze
USR-2048;1995-12-24;M;Bronze
USR-2049;1996-06-12;M;Bronze
USR-2050;2004-03-14;M;Standard
USR-2051;2003-07-03;M;Bronze
USR-2052;2004-09-18;M;Bronze
USR-2053;2002-06-25;M;Bronze
USR-2054;1995-04-03;M;VIP
USR-2055;1994-10-25;M;Bronze
USR-2056;2005-11-25;M;Gold
USR-2057;2005-03-05;F;Silver
USR-2058;2004-04-23;F;Bronze
USR-2059;2004-07-01;M;Silver
USR-2060;2007-07-25;F;Silver
USR-2061;1995-11-14;M;Bronze
USR-2062;2008-09-23;M;Gold
USR-2063;2008-11-07;M;Bronze
USR-2064;2006-09-20;M;Standard
USR-2065;2008-06-03;M;Bronze
USR-2066;1996-08-13;M;Bronze
USR-2067;2005-11-23;M;Silver
USR-2068;2004-03-04;M;Standard
USR-2069;2010-06-27;M;Silver
USR-2070;2009-01-15;M;Standard
USR-2071;2005-11-20;F;Standard
USR-2072;2001-05-25;M;Standard
USR-2073;2005-01-22;M;Standard
USR-2074;2008-11-02;M;Bronze
USR-2075;2005-11-28;M;Gold
USR-2076;2010-06-28;M;Bronze
USR-2077;2005-08-13;M;Bronze
USR-2078;2005-09-16;M;Bronze
USR-2079;1996-09-27;M;Standard
USR-2080;2004-01-02;M;Bronze
USR-2081;2002-10-25;M;Standard
USR-2082;2002-05-16;M;Standard
USR-2083;1997-08-11;M;Silver
USR-2084;2011-08-27;M;Silver
USR-2085;2007-12-20;M;Standard
USR-2086;2005-05-14;M;Standard
USR-2087;2004-07-26;F;Standard
USR-2088;2010-02-26;M;Standard
USR-2089;2006-01-25;F;Bronze
USR-2090;1996-11-05;F;Silver
USR-2091;1996-01-16;M;Standard
USR-2092;2006-01-11;M;Standard
USR-2093;2006-04-10;F;Silver
USR-2094;2009-02-14;M;Bronze
USR-2095;2007-08-19;M;Silver
USR-2096;2005-04-27;M;Bronze
USR-2097;2010-10-05;F;Bronze
USR-2098;2005-01-12;M;Bronze
USR-2099;2005-04-18;M;Standard
USR-2100;2008-01-05;M;Gold
USR-2101;2012-12-23;M;Bronze
USR-2102;2006-09-11;M;Gold
USR-2103;2005-04-21;F;Silver
USR-2104;2003-08-10;M;Gold
USR-2105;2005-10-11;M;Standard
USR-2106;2011-07-14;M;Bronze
USR-2107;2010-09-19;F;Standard
USR-2108;2010-02-17;F;Standard
USR-2109;2010-12-10;M;Standard
USR-2110;2005-08-26;M;Bronze
USR-2111;2009-01-24;M;Silver
USR-2112;2005-01-22;M;Silver
USR-2113;2005-11-25;M;Standard
USR-2114;2005-12-19;M;Bronze
USR-2115;1993-01-07;M;Standard
USR-2116;2004-10-15;M;Silver
USR-2117;2002-06-02;M;Silver
USR-2118;1996-02-13;F;Standard
USR-2119;2007-06-28;F;Bronze
USR-2120;2004-12-20;F;Standard
USR-2121;2010-01-10;F;Standard
USR-2122;2009-04-04;M;Bronze
USR-2123;1993-11-27;F;Standard
USR-2124;2004-01-17;M;Silver
USR-2125;1997-11-11;M;Standard
USR-2126;1999-01-07;M;Silver
USR-2127;2005-06-20;M;Bronze
USR-2128;2003-05-07;M;Bronze
USR-2129;2010-12-28;M;Standard
USR-2130;2005-05-06;M;VIP
USR-2131;2005-05-21;M;Standard
USR-2132;2010-10-03;M;Standard
USR-2133;2005-12-11;M;Bronze
USR-2134;1994-05-19;M;Standard
USR-2135;1996-02-04;M;Silver
USR-2136;1996-11-01;M;Bronze
USR-2137;2007-11-16;M;Standard
USR-2138;2006-05-22;M;Standard
USR-2139;2005-03-25;M;Bronze
USR-2140;2010-08-18;M;Bronze
USR-2141;2006-02-15;M;Bronze
USR-2142;1999-01-06;M;Bronze
USR-2143;2005-12-04;M;Bronze
USR-2144;2008-11-02;F;Silver
USR-2145;1994-12-22;M;Standard
USR-2146;2005-09-02;M;Standard
USR-2147;2005-09-08;M;Standard
USR-2148;2010-01-08;M;Bronze
USR-2149;1996-05-01;M;Silver
USR-2150;2005-05-01;F;Silver
USR-2151;2005-02-05;M;VIP
USR-2152;2010-11-28;F;Bronze
USR-2153;2011-10-20;F;Bronze
USR-2154;1996-07-21;M;Bronze
USR-2155;2004-06-13;M;Bronze
USR-2156;2002-12-14;M;Standard
USR-2157;1996-08-10;M;Bronze
USR-2158;2006-12-24;F;Standard
USR-2159;2005-08-22;M;Standard
USR-2160;1996-11-01;M;Gold
USR-2161;1997-04-11;M;Standard
USR-2162;2005-01-08;M;Bronze
USR-2163;2004-03-07;M;Silver
USR-2164;2004-12-15;F;Silver
USR-2165;1996-11-03;M;Bronze
USR-2166;2005-06-10;M;Bronze
USR-2167;2005-12-24;M;Standard
USR-2168;2008-09-26;M;Silver
USR-2169;1996-03-04;M;Standard
USR-2170;2003-08-01;M;Standard
USR-2171;2008-12-01;M;Standard
USR-2172;2012-10-18;M;Silver
USR-2173;2005-06-13;M;Bronze
USR-2174;2005-02-08;M;Bronze
USR-2175;2009-09-18;M;VIP
USR-2176;2005-09-28;M;Standard
USR-2177;1998-01-27;M;Standard
USR-2178;2008-06-24;M;Bronze
USR-2179;1997-01-05;M;Standard
USR-2180;2008-06-07;M;Standard
USR-2181;1995-02-04;M;Gold
USR-2182;2005-02-26;F;Standard
USR-2183;2004-05-11;M;Bronze
USR-2184;2010-02-13;M;Standard
USR-2185;2010-03-10;M;Standard
