user_id;birth_date;gender;loyalty_tier
USR-1000;2001-01-22;M;Bronze
USR-1001;2001-03-16;M;Bronze
USR-1002;2001-07-27;F;Silver
USR-1003;2007-06-25;M;Bronze
USR-1004;2009-10-08;M;Bronze
USR-1005;2010-03-10;M;Bronze
USR-1006;2007-02-13;F;Bronze
USR-1007;1997-01-01;M;Bronze
USR-1008;2004-04-26;M;Bronze
USR-1009;2004-09-28;M;Bronze
USR-1010;1996-12-14;M;Bronze
USR-1011;2010-08-10;M;Silver
USR-1012;2007-09-08;F;Silver
USR-1013;2005-11-11;M;Bronze
USR-1014;2005-01-20;F;Gold
USR-1015;2003-12-07;F;Bronze
USR-1016;1995-11-04;M;Bronze
USR-1017;2011-07-21;M;Gold
USR-1018;2003-12-27;M;Gold
USR-1019;2010-01-12;M;Bronze
USR-1020;2010-12-08;M;Bronze
USR-1021;1996-09-08;M;Bronze
USR-1022;2005-09-04;M;Silver
USR-1023;1995-01-25;F;Silver
USR-1024;1993-05-21;M;Bronze
USR-1025;2004-07-03;M;Bronze
USR-1026;1997-06-24;M;Bronze
USR-1027;2005-10-09;M;Bronze
USR-1028;2010-04-22;M;Bronze
USR-1029;2004-07-09;M;Silver
USR-1030;1996-02-17;M;Bronze
USR-1031;2005-07-01;M;Bronze
USR-1032;2010-05-15;M;Bronze
USR-1033;2008-12-03;F;Bronze
USR-1034;2010-12-15;M;Platinum
USR-1035;2005-02-22;M;Silver
USR-1036;2005-02-17;F;Gold
USR-1037;2010-02-26;M;Silver
USR-1038;2010-01-14;M;Silver
USR-1039;1998-04-28;M;Silver
USR-1040;1996-12-27;M;Bronze
USR-1041;2010-03-18;M;Silver
USR-1042;2007-11-28;M;Bronze
USR-1043;2010-05-03;M;Gold
USR-1044;2012-09-04;F;Bronze
USR-1045;2003-02-03;M;Silver
USR-1046;1994-04-18;M;Silver
USR-1047;1998-07-06;M;Gold
USR-1048;1996-09-22;M;Silver
USR-1049;2005-10-18;M;Gold
USR-1050;2005-09-07;F;Bronze
USR-1051;2006-01-07;M;Bronze
USR-1052;2007-07-06;M;Bronze
USR-1053;2012-11-05;M;Bronze
USR-1054;2007-06-12;M;Silver
USR-1055;1993-01-16;M;Silver
USR-1056;1996-06-01;M;Bronze
USR-1057;1996-04-23;M;Silver
USR-1058;2005-05-16;M;Bronze
USR-1059;2005-02-25;M;Bronze
USR-1060;2007-02-28;F;Bronze
USR-1061;2008-11-15;M;Bronze
USR-1062;2010-08-09;M;Bronze
USR-1063;2004-04-27;F;Silver
USR-1064;2008-05-24;M;Bronze
USR-1065;2010-07-19;M;Platinum
USR-1066;1995-04-14;M;Bronze
USR-1067;2007-03-01;F;Bronze
USR-1068;2008-04-04;M;Gold
USR-1069;2005-06-24;M;Bronze
USR-1070;2010-10-11;M;Gold
USR-1071;2005-12-01;M;Gold
USR-1072;2012-03-08;M;Bronze
USR-1073;2009-04-03;M;Gold
USR-1074;2005-08-13;M;Bronze
USR-1075;2001-07-19;M;Bronze
USR-1076;2005-04-12;M;Gold
USR-1077;2010-11-23;M;Gold
USR-1078;1997-05-03;M;Bronze
USR-1079;1997-11-21;M;Bronze
USR-1080;2003-02-11;M;Bronze
USR-1081;2007-02-03;M;Platinum
USR-1082;2006-10-24;F;Bronze
USR-1083;2001-11-21;M;Bronze
USR-1084;2005-08-08;M;Bronze
