user_id;birth_date;gender;loyalty_tier
USR-2000;1996-09-20;M;Silver
USR-2001;2003-01-14;M;Silver
USR-2002;2004-05-04;M;Standard
USR-2003;2007-07-18;M;Bronze
USR-2004;2005-09-24;F;Gold
USR-2005;2002-08-12;M;Silver
USR-2006;1997-04-25;M;Standard
USR-2007;2003-05-09;M;Silver
USR-2008;1991-05-07;M;Silver
USR-2009;1998-12-11;M;Standard
USR-2010;2003-07-03;M;Standard
USR-2011;1997-10-16;M;Bronze
USR-2012;2005-02-17;M;Standard
USR-2013;2005-04-22;M;Silver
USR-2014;1996-08-23;M;Bronze
USR-2015;2003-08-09;F;Silver
USR-2016;2006-02-21;F;Standard
USR-2017;2007-02-07;F;Bronze
USR-2018;2005-08-06;M;Silver
USR-2019;2007-11-09;M;Bronze
USR-2020;2005-03-11;F;Silver
USR-2021;2005-06-16;M;Standard
USR-2022;2012-10-23;M;Silver
USR-2023;2008-01-20;M;Bronze
USR-2024;2007-09-23;M;Silver
USR-2025;1999-06-23;M;Gold
USR-2026;1995-08-08;M;Bronze
USR-2027;2005-06-05;M;Standard
USR-2028;2010-09-05;F;Standard
USR-2029;1994-01-23;M;Standard
USR-2030;2010-10-06;M;Bronze
USR-2031;2005-12-20;M;Bronze
USR-2032;2005-03-06;F;Gold
USR-2033;2005-07-14;M;Silver
USR-2034;1994-07-18;M;Standard
USR-2035;2010-12-08;F;Standard
USR-2036;2004-01-01;M;Gold
USR-2037;2001-07-07;M;Bronze
USR-2038;2008-07-13;M;Bronze
USR-2039;1995-10-18;M;Standard
USR-2040;2005-07-02;M;Bronze
USR-2041;1996-02-28;F;Bronze
USR-2042;2004-02-06;M;Bronze
USR-2043;2005-05-28;M;Bronze
USR-2044;2005-11-04;M;Silver
USR-2045;2008-09-15;M;Standard
USR-2046;2004-01-18;F;Gold
USR-2047;2005-01-04;M;Standard
USR-2048;1996-08-27;F;Bronze
USR-2049;2005-08-21;F;Standard
USR-2050;2003-09-18;M;Standard
USR-2051;2005-02-06;M;Gold
USR-2052;2005-01-28;F;Bronze
USR-2053;2010-12-25;M;Bronze
USR-2054;2006-08-23;F;Standard
USR-2055;2006-02-05;M;Standard
USR-2056;2011-07-03;M;Standard
USR-2057;2005-06-15;F;Bronze
USR-2058;2005-10-10;M;Standard
USR-2059;2005-01-03;M;Standard
USR-2060;2005-04-01;F;Standard
