user_id;birth_date;gender;loyalty_tier
USR-2000;2010-05-06;F;Standard
USR-2001;2010-04-26;F;Standard
USR-2002;1996-12-23;F;Silver
USR-2003;2007-12-07;F;Silver
USR-2004;1995-08-08;M;Bronze
USR-2005;2004-11-10;F;Standard
USR-2006;2010-03-28;M;Silver
USR-2007;2009-12-12;F;Standard
USR-2008;2003-10-12;M;Standard
USR-2009;2008-08-19;M;Bronze
USR-2010;2006-01-19;M;Standard
USR-2011;1995-05-24;M;Standard
USR-2012;2005-06-08;M;Bronze
USR-2013;2005-09-06;M;Standard
USR-2014;1996-02-09;M;Silver
USR-2015;2006-08-25;M;Bronze
USR-2016;1999-08-28;M;Standard
USR-2017;2012-11-18;M;Standard
USR-2018;2005-02-13;M;Standard
USR-2019;2005-10-15;M;Gold
USR-2020;2004-10-03;M;Standard
USR-2021;2005-05-20;M;Bronze
USR-2022;2004-11-18;M;Standard
USR-2023;2003-07-09;M;Standard
USR-2024;2005-04-20;M;Standard
USR-2025;2007-11-07;F;Standard
USR-2026;2007-11-23;M;Standard
USR-2027;2005-06-16;M;Standard
USR-2028;2006-04-10;M;Standard
USR-2029;2005-12-10;M;Standard
USR-2030;1997-01-18;M;Bronze
USR-2031;2008-02-01;M;Standard
USR-2032;2011-03-04;M;Bronze
USR-2033;2004-03-16;M;Bronze
USR-2034;2002-06-05;M;Bronze
USR-2035;2004-11-15;M;Standard
USR-2036;2011-11-13;M;VIP
USR-2037;2009-06-03;M;Bronze
USR-2038;2006-03-13;M;Standard
USR-2039;2006-04-09;M;Silver
USR-2040;2006-02-24;M;Bronze
USR-2041;2005-12-28;F;Gold
USR-2042;2003-02-23;F;Bronze
USR-2043;2004-06-01;M;Bronze
USR-2044;2005-02-18;M;Standard
USR-2045;2006-06-20;M;Silver
USR-2046;2012-12-06;M;Silver
USR-2047;2004-10-21;M;Silver
USR-2048;1992-10-18;F;Bronze
USR-2049;2008-01-06;F;Silver
USR-2050;2005-06-18;F;Standard
USR-2051;2008-04-05;M;Silver
USR-2052;2004-07-26;M;Bronze
USR-2053;1999-01-06;M;Bronze
USR-2054;2005-11-16;M;Standard
USR-2055;2004-02-23;M;Bronze
USR-2056;2003-08-21;M;Standard
USR-2057;2005-12-23;M;Gold
USR-2058;2010-03-19;F;Standard
USR-2059;2008-06-18;M;Standard
USR-2060;1997-05-02;M;Standard
USR-2061;2004-01-14;M;Bronze
USR-2062;2007-01-13;M;Bronze
USR-2063;2002-10-04;M;Silver
USR-2064;2004-10-04;M;Standard
USR-2065;1995-06-10;M;Silver
USR-2066;2006-03-27;M;Silver
USR-2067;2010-07-15;M;Standard
USR-2068;2005-08-06;M;Silver
USR-2069;1995-01-07;F;Gold
USR-2070;2010-02-27;M;Standard
USR-2071;1996-03-17;F;Standard
USR-2072;1996-03-22;F;Bronze
USR-2073;2008-08-05;M;Standard
USR-2074;2010-09-03;F;Gold
USR-2075;2009-07-08;M;Bronze
USR-2076;1999-03-22;M;Standard
USR-2077;2003-04-13;M;Bronze
USR-2078;2004-10-15;M;Standard
USR-2079;1996-03-09;M;Bronze
USR-2080;2010-01-15;M;Silver
USR-2081;1996-07-22;M;Standard
USR-2082;2001-01-10;M;Silver
USR-2083;2007-10-06;M;Standard
USR-2084;2004-01-17;M;Gold
USR-2085;1996-01-27;M;VIP
USR-2086;2009-02-14;F;VIP
USR-2087;2010-05-28;M;VIP
USR-2088;2007-09-05;F;Bronze
USR-2089;2004-03-09;M;Bronze
USR-2090;2009-04-03;F;Silver
USR-2091;2004-03-13;M;Standard
USR-2092;2008-06-11;M;Standard
USR-2093;1996-10-01;M;Standard
USR-2094;2004-01-06;F;Silver
USR-2095;1996-06-06;M;Gold
USR-2096;2005-03-13;M;Bronze
USR-2097;2005-02-04;M;Silver
USR-2098;2010-10-28;M;Standard
USR-2099;2005-12-22;M;Silver
USR-2100;1995-02-02;F;Bronze
USR-2101;2003-05-28;M;Silver
USR-2102;2010-04-21;M;Bronze
USR-2103;1996-05-13;M;Standard
USR-2104;2011-09-10;M;Standard
USR-2105;2005-10-08;M;Standard
USR-2106;2006-07-10;M;Standard
USR-2107;2003-06-16;M;Silver
USR-2108;2004-10-12;M;Bronze
USR-2109;2009-11-24;F;Bronze
USR-2110;2005-03-28;M;Bronze
USR-2111;2006-02-28;M;Standard
USR-2112;2009-02-22;M;Bronze
USR-2113;2005-09-28;M;Bronze
USR-2114;2012-02-18;M;Standard
USR-2115;2007-03-20;M;Standard
USR-2116;2008-07-08;M;Silver
USR-2117;2011-01-10;M;Bronze
USR-2118;2012-01-07;F;Silver
USR-2119;2003-07-23;M;Gold
USR-2120;1996-03-04;F;Silver
USR-2121;2010-02-19;M;VIP
USR-2122;2005-01-10;M;Gold
USR-2123;1998-06-05;M;Bronze
USR-2124;2012-08-14;M;Standard
USR-2125;2008-11-24;F;Silver
USR-2126;1997-04-20;M;Silver
USR-2127;2004-12-24;M;Standard
USR-2128;2004-09-05;M;Bronze
USR-2129;2012-09-04;M;Bronze
USR-2130;2011-09-13;M;Bronze
USR-2131;2007-01-25;F;Standard
USR-2132;2008-09-11;M;Gold
USR-2133;1998-10-03;F;Bronze
USR-2134;2002-04-07;M;Standard
USR-2135;1996-10-18;F;Bronze
USR-2136;2006-07-17;M;VIP
USR-2137;2003-09-06;M;VIP
USR-2138;1994-10-07;M;Standard
USR-2139;2004-04-18;M;Standard
USR-2140;2010-06-07;M;Silver
USR-2141;2010-02-06;F;Gold
USR-2142;2005-05-10;M;Gold
USR-2143;2009-12-02;M;Bronze
USR-2144;1996-09-03;M;Bronze
USR-2145;2012-11-26;M;Standard
USR-2146;2006-06-04;M;Standard
USR-2147;2005-01-07;M;Standard
USR-2148;2010-09-03;M;Standard
USR-2149;2006-02-18;F;Bronze
USR-2150;2004-04-18;M;Standard
USR-2151;1997-01-15;M;Gold
USR-2152;1997-02-13;F;Silver
USR-2153;1997-08-02;M;Bronze
USR-2154;2004-05-05;M;Standard
USR-2155;1996-12-19;M;Bronze
USR-2156;2011-11-17;M;Standard
USR-2157;2005-12-05;M;Silver
USR-2158;1995-08-09;M;Bronze
USR-2159;2005-10-08;F;Standard
USR-2160;2005-09-21;F;Standard
USR-2161;2007-03-01;M;Standard
USR-2162;2005-10-16;M;Standard
USR-2163;2005-08-13;M;Bronze
USR-2164;2008-09-25;M;Gold
USR-2165;2004-12-07;M;Gold
USR-2166;2008-05-11;F;Silver
USR-2167;2005-01-13;M;Bronze
USR-2168;2010-12-18;M;Standard
USR-2169;2012-11-21;F;Standard
USR-2170;2007-09-26;M;Bronze
USR-2171;2006-06-04;F;Standard
USR-2172;2009-05-26;F;Bronze
USR-2173;2007-11-28;M;VIP
USR-2174;2006-04-25;M;Silver
USR-2175;2009-02-22;M;Bronze
USR-2176;2005-10-01;M;Standard
USR-2177;2012-12-25;F;Standard
USR-2178;2009-03-21;M;VIP
USR-2179;2003-05-07;F;Silver
USR-2180;2004-02-14;M;Silver
USR-2181;2003-11-16;M;Bronze
USR-2182;2006-11-18;M;Standard
USR-2183;2005-05-13;M;Standard
USR-2184;2008-07-04;M;Bronze
USR-2185;2009-08-01;F;Standard
USR-2186;1993-03-21;M;Bronze
USR-2187;2008-07-10;M;Silver
USR-2188;2012-05-24;F;Bronze
USR-2189;1992-03-24;M;Bronze
USR-2190;2004-02-03;M;Standard
USR-2191;2007-04-26;M;Standard
USR-2192;1996-08-28;M;VIP
USR-2193;2005-02-16;M;Bronze
USR-2194;1995-01-22;F;Standard
USR-2195;1996-10-08;M;Silver
USR-2196;2003-02-24;M;Bronze
USR-2197;2008-06-11;M;Standard
USR-2198;2003-01-26;M;Bronze
USR-2199;2006-03-27;M;Standard
USR-2200;2008-08-18;M;Gold
USR-2201;2006-05-10;M;Silver
USR-2202;2007-06-22;F;Standard
USR-2203;2005-10-23;M;Bronze
USR-2204;1998-03-02;M;Standard
USR-2205;2005-09-09;F;Standard
USR-2206;2012-06-06;M;Bronze
USR-2207;1996-12-17;M;Standard
USR-2208;1996-01-23;M;Bronze
USR-2209;2003-08-25;F;Standard
USR-2210;1996-11-28;M;Standard
USR-2211;2011-09-10;M;Standard
USR-2212;1997-10-01;M;Gold
USR-2213;2009-11-27;F;Silver
USR-2214;2004-11-14;M;Gold
USR-2215;2008-11-15;M;Silver
USR-2216;1994-10-12;M;Standard
USR-2217;2012-01-12;M;Gold
USR-2218;2010-06-19;M;Standard
USR-2219;2008-09-22;M;Gold
USR-2220;2009-03-17;M;Standard
USR-2221;2005-11-24;M;Silver
USR-2222;2009-01-14;M;Silver
USR-2223;2005-02-11;M;VIP
USR-2224;2004-02-18;F;Standard
USR-2225;2009-02-16;M;Standard
USR-2226;2007-05-16;M;Bronze
USR-2227;2001-02-05;M;Bronze
USR-2228;2006-02-22;M;Bronze
USR-2229;2011-08-08;F;VIP
USR-2230;2004-06-27;F;Bronze
USR-2231;2005-07-18;M;Gold
USR-2232;2004-01-06;M;Bronze
USR-2233;1996-11-19;M;Bronze
USR-2234;2005-09-11;F;Standard
USR-2235;2010-03-08;M;Silver
USR-2236;1993-10-10;M;Gold
USR-2237;2008-01-06;M;Standard
USR-2238;2007-03-07;F;Standard
USR-2239;2010-06-28;M;Bronze
USR-2240;2005-09-25;M;Bronze
USR-2241;2011-04-08;M;Standard
USR-2242;1998-07-08;M;Standard
USR-2243;1996-01-09;M;Standard
USR-2244;2003-09-27;M;Standard
USR-2245;2004-10-14;F;Standard
USR-2246;2012-12-08;M;Standard
USR-2247;2005-01-09;M;Standard
USR-2248;2005-07-16;M;Standard
USR-2249;2007-11-28;M;Bronze
USR-2250;2005-04-04;M;Standard
USR-2251;2008-09-12;M;Standard
USR-2252;1996-08-02;M;Silver
USR-2253;2004-01-04;F;Standard
USR-2254;1996-05-19;M;Bronze
USR-2255;2010-08-28;M;Silver
USR-2256;1996-06-15;M;Silver
USR-2257;1996-10-13;M;Bronze
USR-2258;2012-05-05;F;Standard
USR-2259;1996-03-16;M;Standard
USR-2260;2010-04-18;M;Standard
USR-2261;2012-11-07;M;Bronze
USR-2262;2008-02-19;M;Bronze
USR-2263;2006-04-15;M;Standard
USR-2264;2005-12-04;M;Bronze
USR-2265;1993-11-16;F;Silver
USR-2266;2005-03-28;M;Standard
USR-2267;2010-07-23;F;Standard
USR-2268;2006-10-28;M;Standard
USR-2269;2005-01-17;M;Standard
USR-2270;2005-07-25;F;Silver
USR-2271;2004-10-09;M;Standard
USR-2272;2004-02-23;M;Silver
USR-2273;1992-11-16;M;Bronze
USR-2274;2003-08-21;M;Silver
USR-2275;2005-10-11;F;VIP
USR-2276;2005-08-09;M;Standard
USR-2277;2005-04-25;M;Standard
USR-2278;1996-03-17;M;Standard
USR-2279;2006-10-07;M;Standard
USR-2280;2004-03-18;M;Silver
USR-2281;2006-12-10;M;Bronze
USR-2282;2005-04-19;M;Silver
USR-2283;1994-11-13;M;Standard
USR-2284;2010-04-07;M;Bronze
USR-2285;2005-08-16;M;Standard
USR-2286;2003-08-26;M;Silver
USR-2287;2010-01-07;M;Silver
USR-2288;2004-04-25;M;Bronze
USR-2289;1995-10-21;F;Standard
USR-2290;1996-11-02;M;Bronze
USR-2291;2005-08-11;F;Silver
USR-2292;2008-11-21;M;Standard
USR-2293;2008-04-06;M;Standard
USR-2294;2005-04-25;M;Standard
USR-2295;2010-06-02;M;Bronze
USR-2296;2005-06-28;M;Standard
USR-2297;2009-11-09;M;Standard
USR-2298;2004-07-02;M;Bronze
USR-2299;2009-10-12;M;Standard
USR-2300;1996-10-05;M;Bronze
USR-2301;2010-06-07;M;Standard
USR-2302;1996-05-12;M;Standard
USR-2303;1996-11-20;M;Bronze
USR-2304;1997-04-09;M;Gold
USR-2305;2010-12-05;M;Bronze
USR-2306;1998-08-08;M;Silver
USR-2307;2005-11-06;M;Silver
USR-2308;2003-01-03;F;Bronze
USR-2309;2005-04-20;M;Standard
USR-2310;2006-09-27;M;Bronze
USR-2311;2004-06-24;M;Bronze
USR-2312;1995-01-10;M;Bronze
USR-2313;2005-12-22;M;Gold
USR-2314;2008-01-11;M;Silver
USR-2315;1997-07-08;M;Gold
USR-2316;1991-04-14;M;Bronze
USR-2317;2006-03-25;M;Standard
USR-2318;2003-12-09;M;Silver
USR-2319;2005-09-23;M;Silver
USR-2320;2005-02-24;M;Bronze
USR-2321;2006-05-09;M;Silver
USR-2322;2004-12-05;F;Standard
USR-2323;2007-10-03;F;VIP
USR-2324;2009-02-10;F;Gold
USR-2325;2007-10-14;M;Standard
USR-2326;2006-03-04;M;Bronze
USR-2327;2004-04-11;M;Silver
USR-2328;2004-01-24;M;Silver
USR-2329;2012-01-24;M;Bronze
USR-2330;2010-06-14;M;Gold
USR-2331;2007-08-11;M;Bronze
USR-2332;2006-05-05;M;Gold
USR-2333;2003-01-19;M;Gold
USR-2334;2005-05-01;M;Standard
USR-2335;2005-05-21;M;Standard
USR-2336;2012-10-11;M;Gold
USR-2337;2006-02-06;M;Standard
