user_id;birth_date;gender;loyalty_tier
USR-2000;2003-03-22;F;Standard
USR-2001;2009-05-09;M;Bronze
USR-2002;2009-05-12;M;Standard
USR-2003;1996-04-11;M;Standard
USR-2004;2004-05-10;M;Bronze
USR-2005;2003-06-03;M;Bronze
USR-2006;1997-01-02;M;VIP
USR-2007;2000-02-18;M;Standard
USR-2008;2005-03-10;M;Bronze
USR-2009;2006-05-02;M;Bronze
USR-2010;2011-02-09;F;Standard
USR-2011;2001-12-17;M;Standard
USR-2012;1997-12-03;M;Standard
USR-2013;2005-08-11;M;Gold
USR-2014;2012-12-28;M;Standard
USR-2015;2005-12-03;F;Standard
USR-2016;2003-06-11;M;Bronze
USR-2017;2010-11-14;M;Standard
USR-2018;2009-11-27;M;Silver
USR-2019;2009-01-13;M;Standard
USR-2020;2008-07-16;M;Standard
USR-2021;2005-10-18;M;Silver
USR-2022;2011-09-06;F;Standard
USR-2023;1993-07-10;F;Bronze
USR-2024;2008-11-12;M;Gold
USR-2025;2005-10-15;M;Standard
USR-2026;1995-07-19;F;Standard
USR-2027;2010-12-21;M;Standard
USR-2028;2004-06-16;M;Bronze
USR-2029;2008-03-21;M;Standard
USR-2030;2005-08-13;M;Bronze
USR-2031;2010-10-24;F;Bronze
USR-2032;2005-08-07;M;Silver
USR-2033;2008-12-15;F;Bronze
USR-2034;1996-09-05;M;Silver
USR-2035;2012-05-28;M;Standard
USR-2036;2005-11-21;M;Standard
USR-2037;2010-02-02;M;Bronze
USR-2038;2012-08-16;M;Standard
USR-2039;2005-01-03;M;Bronze
USR-2040;1997-01-27;F;Gold
USR-2041;2006-03-23;M;Standard
USR-2042;2004-07-06;M;Gold
USR-2043;2007-03-16;M;Standard
USR-2044;2011-08-14;M;Standard
USR-2045;2008-01-14;F;Bronze
USR-2046;1996-09-05;M;Bronze
USR-2047;2009-09-27;M;Standard
USR-2048;2010-09-27;M;Standard
USR-2049;1998-03-10;F;VIP
USR-2050;1996-10-04;M;Silver
USR-2051;2003-12-13;M;Silver
USR-2052;2003-08-05;M;Standard
USR-2053;2003-04-01;F;Bronze
USR-2054;2004-10-03;M;Standard
USR-2055;2010-07-06;M;Standard
USR-2056;2006-09-22;F;Silver
USR-2057;1997-06-05;M;Bronze
USR-2058;2012-05-07;M;Bronze
USR-2059;2004-04-22;F;Bronze
USR-2060;2009-05-07;M;Gold
USR-2061;1994-04-09;F;Standard
USR-2062;2008-08-09;M;Bronze
USR-2063;2005-09-21;M;Bronze
USR-2064;1996-04-12;M;Bronze
USR-2065;2004-05-09;M;Silver
USR-2066;1997-07-20;M;Silver
USR-2067;2005-09-22;M;Standard
USR-2068;2005-02-08;M;Silver
USR-2069;1994-01-15;M;Bronze
USR-2070;2008-12-10;M;Bronze
USR-2071;2005-08-02;M;Standard
USR-2072;2005-04-24;M;Bronze
USR-2073;2000-08-03;M;Bronze
USR-2074;1996-10-13;M;Bronze
USR-2075;2004-10-03;M;Standard
USR-2076;2006-05-14;M;Silver
USR-2077;2011-07-27;M;Standard
USR-2078;2007-06-08;M;Standard
USR-2079;2005-03-15;F;Bronze
USR-2080;2009-08-01;F;Standard
USR-2081;2002-12-11;F;Bronze
USR-2082;2006-06-12;M;Silver
USR-2083;2006-02-28;F;Bronze
USR-2084;2005-02-09;M;Standard
USR-2085;2006-10-02;M;Bronze
USR-2086;2010-11-14;M;Standard
USR-2087;2010-02-16;M;Standard
USR-2088;1997-06-19;M;Standard
USR-2089;2002-03-16;M;Silver
USR-2090;2004-02-06;M;Standard
USR-2091;2006-06-27;M;Standard
USR-2092;2009-04-27;M;Standard
USR-2093;2004-04-11;M;Silver
USR-2094;2012-03-12;M;Bronze
USR-2095;2010-11-21;M;Standard
USR-2096;2010-08-24;M;VIP
USR-2097;1996-01-08;M;Gold
USR-2098;1996-08-10;M;VIP
USR-2099;2004-11-22;M;Silver
USR-2100;1995-04-12;M;Bronze
USR-2101;2008-11-14;M;Bronze
USR-2102;2005-12-19;M;Silver
USR-2103;1996-11-28;F;Standard
USR-2104;2007-09-20;F;Standard
USR-2105;2005-04-15;M;Silver
USR-2106;2007-04-20;M;Bronze
USR-2107;1997-02-12;M;Standard
USR-2108;2006-05-12;M;Standard
USR-2109;2005-11-10;M;Silver
USR-2110;2006-07-24;M;Bronze
USR-2111;2005-01-20;M;Bronze
USR-2112;2006-09-12;M;Bronze
USR-2113;2010-06-01;M;Silver
USR-2114;2005-10-25;M;Standard
USR-2115;2009-02-17;M;Standard
USR-2116;2005-06-03;M;Standard
USR-2117;2002-07-25;M;Standard
USR-2118;2005-05-12;F;Bronze
USR-2119;2005-12-28;M;Gold
USR-2120;2006-07-18;M;Standard
USR-2121;2008-05-19;F;Standard
USR-2122;1995-06-10;M;Gold
USR-2123;2011-06-22;M;Bronze
USR-2124;2005-08-24;M;Standard
USR-2125;2004-06-18;M;Standard
USR-2126;2001-03-05;M;Bronze
USR-2127;2005-08-05;M;Gold
USR-2128;1996-09-23;M;Silver
USR-2129;2005-01-22;M;VIP
USR-2130;1995-08-23;M;Standard
USR-2131;1995-04-14;F;Bronze
USR-2132;2005-02-28;F;Standard
USR-2133;2001-12-13;M;Silver
USR-2134;2006-08-24;M;Bronze
USR-2135;2005-08-27;F;Gold
USR-2136;2009-12-13;M;Standard
USR-2137;2005-02-12;M;Bronze
USR-2138;2004-09-09;M;Gold
USR-2139;2006-06-04;M;Gold
USR-2140;2009-01-07;M;Silver
USR-2141;2007-04-22;M;Gold
USR-2142;2005-10-23;M;Bronze
USR-2143;2006-08-20;M;Bronze
USR-2144;1996-12-15;M;Silver
USR-2145;2006-03-03;F;Bronze
USR-2146;2004-07-06;M;Standard
USR-2147;2001-01-01;M;Standard
USR-2148;2011-10-01;F;VIP
USR-2149;2005-09-16;M;Bronze
USR-2150;2005-05-20;M;Standard
USR-2151;2012-01-26;M;Standard
USR-2152;2005-01-12;M;Silver
USR-2153;2005-12-10;F;Bronze
USR-2154;2006-07-21;F;Bronze
USR-2155;2006-05-10;M;Standard
USR-2156;2005-03-08;M;Standard
USR-2157;2012-02-13;M;VIP
USR-2158;2005-07-14;F;Bronze
USR-2159;2006-03-06;M;Bronze
USR-2160;2010-01-18;M;Standard
USR-2161;1997-05-03;M;Bronze
USR-2162;2005-10-03;M;Standard
USR-2163;1996-02-11;M;Standard
USR-2164;2012-12-24;M;Bronze
USR-2165;1996-05-19;M;Standard
USR-2166;2003-04-17;F;Gold
USR-2167;1996-09-03;M;Bronze
USR-2168;2010-03-28;M;Bronze
USR-2169;2007-07-22;F;Bronze
USR-2170;2007-09-28;M;VIP
USR-2171;2005-09-14;M;Standard
USR-2172;2010-09-05;M;Standard
USR-2173;2002-06-24;M;Gold
USR-2174;2010-06-24;M;Gold
USR-2175;2009-06-26;M;Silver
USR-2176;1991-01-19;M;Silver
USR-2177;2012-01-08;M;Bronze
USR-2178;2005-04-28;M;Standard
USR-2179;2006-12-01;M;Bronze
USR-2180;2012-12-26;M;Silver
USR-2181;2009-06-03;M;Standard
USR-2182;2007-02-12;M;Silver
USR-2183;2004-10-11;M;Standard
USR-2184;2008-10-14;M;Bronze
USR-2185;2009-05-11;M;Gold
USR-2186;1996-03-16;M;Standard
USR-2187;2006-05-04;M;Silver
USR-2188;2010-06-10;M;Gold
USR-2189;1996-02-25;M;Standard
USR-2190;2010-03-24;F;Bronze
USR-2191;1992-08-13;M;Standard
USR-2192;2008-08-20;M;Standard
USR-2193;2009-05-22;F;Standard
USR-2194;2012-11-25;M;Bronze
USR-2195;2012-05-28;M;Standard
USR-2196;2005-03-23;F;Silver
USR-2197;2005-10-01;M;Standard
USR-2198;2007-01-14;M;Bronze
USR-2199;2005-09-10;M;Gold
USR-2200;1999-12-13;M;Silver
USR-2201;1995-11-24;M;Standard
USR-2202;1997-03-24;M;Bronze
USR-2203;2006-10-03;M;Bronze
USR-2204;2009-10-06;M;Silver
USR-2205;2008-12-03;M;Silver
USR-2206;2004-10-28;F;Standard
USR-2207;1996-06-01;M;Silver
USR-2208;2010-12-16;F;Bronze
USR-2209;2005-01-21;M;Bronze
USR-2210;2004-07-14;M;Bronze
USR-2211;2005-05-12;M;Silver
USR-2212;2011-08-11;M;Silver
USR-2213;2007-12-15;M;Standard
USR-2214;2009-08-20;M;Gold
USR-2215;2012-09-07;M;Standard
USR-2216;2005-07-14;M;Standard
USR-2217;2002-12-19;F;VIP
USR-2218;2007-02-12;M;Silver
USR-2219;2005-03-12;M;Standard
USR-2220;1997-04-20;M;VIP
USR-2221;2005-06-08;M;Silver
USR-2222;2006-07-04;M;Standard
USR-2223;2010-05-06;M;Standard
USR-2224;2004-06-18;M;Standard
USR-2225;2005-12-15;M;Bronze
USR-2226;2006-11-01;F;Standard
USR-2227;2005-02-23;M;Silver
USR-2228;2010-05-16;M;Standard
USR-2229;1999-11-26;M;Silver
USR-2230;2003-02-27;M;Bronze
USR-2231;2002-07-02;M;Standard
USR-2232;2001-04-17;M;Standard
USR-2233;1995-10-28;M;Silver
USR-2234;2003-02-27;F;Silver
USR-2235;2005-08-11;M;Silver
USR-2236;1996-12-17;M;Standard
USR-2237;2005-10-01;M;Bronze
USR-2238;2008-12-20;M;Bronze
USR-2239;2012-04-27;M;Bronze
USR-2240;2011-05-22;M;Standard
USR-2241;1996-11-04;M;Bronze
USR-2242;1996-09-16;M;Standard
USR-2243;2012-03-22;F;Standard
USR-2244;2007-02-13;M;Silver
USR-2245;1999-04-18;M;Gold
USR-2246;2009-08-22;M;Bronze
USR-2247;1998-06-13;F;Standard
USR-2248;2010-04-18;M;Standard
USR-2249;2002-04-14;M;Silver
USR-2250;2003-09-06;F;Standard
USR-2251;2004-08-18;M;Bronze
USR-2252;2005-03-19;M;Standard
USR-2253;1997-04-14;M;Standard
USR-2254;2008-12-25;M;Bronze
USR-2255;1996-10-08;M;Bronze
USR-2256;2006-10-24;M;VIP
USR-2257;2010-01-25;M;Standard
USR-2258;2005-02-10;F;Standard
USR-2259;2007-12-25;M;Standard
USR-2260;1997-06-11;M;Silver
USR-2261;2010-02-07;M;Standard
USR-2262;1998-07-17;F;Silver
