user_id;birth_date;gender;loyalty_tier
USR-1000;2005-08-21;F;Silver
USR-1001;2008-07-24;F;Silver
USR-1002;2008-04-01;M;Gold
USR-1003;2010-07-26;M;Gold
USR-1004;1994-07-26;M;Silver
USR-1005;2010-11-01;M;Silver
USR-1006;2007-05-17;M;Gold
USR-1007;2005-11-17;M;Silver
USR-1008;2012-06-12;M;Bronze
USR-1009;2011-05-08;M;Bronze
USR-1010;2010-07-07;M;Silver
USR-1011;1996-11-08;F;Silver
USR-1012;2005-02-25;M;Bronze
USR-1013;2005-04-09;F;Silver
USR-1014;1996-09-15;M;Bronze
USR-1015;1997-06-07;M;Bronze
USR-1016;2007-05-05;M;Gold
USR-1017;2003-10-03;M;Bronze
USR-1018;2007-08-03;M;Silver
USR-1019;2003-04-04;F;Silver
USR-1020;2005-08-13;M;Silver
USR-1021;2007-12-09;F;Bronze
USR-1022;1998-05-14;M;Bronze
USR-1023;2009-04-16;M;Bronze
USR-1024;1996-01-24;M;Silver
USR-1025;2008-11-26;M;Bronze
USR-1026;2004-04-24;M;Gold
USR-1027;2010-02-24;M;Silver
USR-1028;2011-06-05;M;Bronze
USR-1029;2010-03-19;F;Bronze
USR-1030;1997-04-17;M;Bronze
USR-1031;2008-03-06;M;Gold
USR-1032;1997-10-03;M;Bronze
USR-1033;2007-03-14;M;Silver
USR-1034;2011-02-03;M;Silver
USR-1035;1996-10-18;M;Gold
USR-1036;2010-10-19;M;Bronze
USR-1037;2005-05-23;M;Bronze
USR-1038;1996-07-12;M;Silver
USR-1039;2003-02-09;M;Bronze
USR-1040;1996-04-19;M;Gold
USR-1041;2012-09-21;F;Bronze
USR-1042;1994-09-16;M;Bronze
USR-1043;2006-04-09;M;Bronze
USR-1044;2005-12-05;M;Silver
USR-1045;2004-10-11;M;Bronze
USR-1046;2005-03-20;M;Silver
USR-1047;2008-10-17;F;Silver
USR-1048;2005-06-03;M;Silver
USR-1049;2007-05-04;F;Bronze
USR-1050;2006-09-11;M;Gold
USR-1051;2006-04-05;F;Bronze
USR-1052;2011-03-23;M;Silver
USR-1053;2005-03-19;M;Gold
USR-1054;2007-04-27;M;Bronze
USR-1055;2011-05-18;M;Bronze
USR-1056;2008-08-22;M;Gold
USR-1057;2003-02-23;F;Bronze
USR-1058;2005-01-01;M;Silver
USR-1059;2005-11-23;M;Bronze
USR-1060;1996-10-08;M;Bronze
USR-1061;2009-09-14;M;Bronze
USR-1062;2012-12-06;M;Bronze
USR-1063;2005-02-11;M;Bronze
USR-1064;2005-12-28;F;Gold
USR-1065;2006-04-18;M;Bronze
USR-1066;2001-01-24;F;Silver
USR-1067;2010-01-27;M;Bronze
USR-1068;2005-06-21;M;Silver
USR-1069;2005-04-07;M;Bronze
USR-1070;2006-02-07;M;Silver
USR-1071;2011-04-02;F;Bronze
USR-1072;2009-12-27;M;Gold
USR-1073;2005-01-02;M;Bronze
USR-1074;2003-01-22;M;Bronze
USR-1075;2010-09-20;F;Bronze
USR-1076;2007-01-22;M;Gold
USR-1077;2003-05-06;M;Silver
USR-1078;1996-11-13;M;Silver
USR-1079;1996-03-01;M;Bronze
USR-1080;1996-07-10;M;Gold
USR-1081;2011-03-26;M;Bronze
USR-1082;1995-04-17;M;Gold
USR-1083;2005-05-09;F;Silver
USR-1084;2008-08-13;M;Silver
USR-1085;2002-11-13;F;Bronze
USR-1086;2005-03-15;M;Bronze
USR-1087;1995-09-07;F;Bronze
USR-1088;1996-09-11;M;Silver
USR-1089;2010-12-17;M;Bronze
USR-1090;2006-08-15;M;Gold
USR-1091;2007-04-25;M;Bronze
USR-1092;2011-07-04;M;Silver
USR-1093;2010-12-20;M;Bronze
USR-1094;2011-08-17;M;Bronze
USR-1095;2004-12-18;F;Bronze
USR-1096;2006-06-21;M;Bronze
USR-1097;2005-04-23;F;Gold
USR-1098;2005-08-19;M;Silver
USR-1099;2003-06-07;M;Bronze
USR-1100;2006-04-17;F;Bronze
USR-1101;2005-05-04;M;Silver
USR-1102;2007-06-22;M;Silver
USR-1103;2009-06-20;M;Silver
USR-1104;2010-12-17;M;Bronze
USR-1105;2004-09-27;M;Silver
USR-1106;2012-03-16;M;Silver
USR-1107;2004-06-25;M;Silver
USR-1108;2005-10-13;M;Bronze
USR-1109;1997-03-27;M;Silver
USR-1110;2003-11-17;M;Bronze
USR-1111;2003-03-08;F;Gold
USR-1112;2006-06-28;M;Silver
USR-1113;2004-03-18;M;Bronze
USR-1114;1994-09-22;M;Silver
USR-1115;2008-11-25;M;Silver
USR-1116;2004-02-09;M;Bronze
USR-1117;2004-12-04;M;Gold
USR-1118;1996-01-20;M;Bronze
USR-1119;2011-06-25;F;Bronze
USR-1120;2005-12-25;M;Bronze
USR-1121;2005-04-01;M;Gold
USR-1122;2003-05-26;M;Silver
USR-1123;1999-01-07;M;Bronze
USR-1124;2005-09-24;M;Silver
USR-1125;2010-08-23;F;Silver
USR-1126;2011-09-16;M;Bronze
USR-1127;2008-11-16;M;Gold
USR-1128;2005-12-19;F;Bronze
USR-1129;1996-08-09;M;Bronze
USR-1130;2005-09-02;M;Platinum
USR-1131;2003-07-15;M;Bronze
USR-1132;2005-01-03;F;Gold
USR-1133;1996-12-12;M;Bronze
USR-1134;2011-07-10;M;Bronze
USR-1135;2004-11-04;M;Silver
USR-1136;1996-12-03;F;Silver
USR-1137;2006-11-24;M;Silver
USR-1138;2007-03-16;M;Bronze
USR-1139;2008-06-07;M;Silver
USR-1140;1996-08-05;M;Silver
USR-1141;2006-06-14;M;Bronze
USR-1142;2004-12-04;M;Silver
USR-1143;2004-08-27;M;Silver
USR-1144;1995-12-11;M;Gold
USR-1145;2006-11-07;M;Silver
