session_id;user_id;pc_id;pc_zone;date;hours_played;pc_paid;discount_promo;bar_orders
SESS-30000;USR-3622;PC-36;PS5;2026-08-18 20:13:00;3;750;0;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}]"
SESS-30001;USR-3557;PC-28;VIP;2026-08-27 01:25:00;3;600;0;[]
SESS-30002;USR-3335;PC-28;VIP;2026-08-10 10:44:00;3;600;0;[]
SESS-30003;USR-3160;PC-06;Standard;2026-08-22 23:01:00;2;200;0;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}]"
SESS-30004;USR-3457;PC-14;Standard;2026-08-12 00:47:00;3;300;0;[]
SESS-30005;USR-3666;PC-39;Bootcamp;2026-08-12 11:41:00;2;300;0;[]
SESS-30006;USR-3306;PC-13;Standard;2026-08-02 22:04:00;2;200;0;"[{""item_id"": ""BAR-10"", ""qty"": 2, ""price"": 90}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30007;USR-3159;PC-34;VIP;2026-08-06 23:54:00;4;800;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30008;USR-3565;PC-38;Bootcamp;2026-08-16 12:33:00;2;300;0;"[{""item_id"": ""BAR-05"", ""qty"": 1, ""price"": 70}]"
SESS-30009;USR-3447;PC-03;Standard;2026-08-29 21:08:00;4;360;1;"[{""item_id"": ""BAR-04"", ""qty"": 1, ""price"": 100}, {""item_id"": ""BAR-06"", ""qty"": 2, ""price"": 160}]"
SESS-30010;USR-3491;PC-19;Bootcamp;2026-08-08 01:07:00;5;675;1;"[{""item_id"": ""BAR-11"", ""qty"": 2, ""price"": 220}]"
SESS-30011;USR-3220;PC-16;Standard;2026-08-02 07:19:00;3;300;0;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30012;;PC-35;VIP;2026-08-11 03:55:00;1;200;0;[]
SESS-30013;USR-3024;PC-39;VIP;2026-08-05 08:27:00;1;200;0;"[{""item_id"": ""BAR-01"", ""qty"": 2, ""price"": 120}, {""item_id"": ""BAR-12"", ""qty"": 2, ""price"": 260}, {""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30014;USR-3141;PC-42;Standard;2026-08-17 21:34:00;1;100;0;[]
SESS-30015;USR-3647;PC-12;Standard;2026-08-09 18:28:00;3;300;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30016;USR-3508;PC-01;Standard;2026-08-16 17:31:00;2;200;0;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}]"
SESS-30017;USR-3019;PC-26;Standard;2026-08-23 07:09:00;8;720;1;[]
SESS-30018;USR-3610;PC-04;Standard;2026-08-10 23:22:00;4;400;0;[]
SESS-30019;USR-3452;PC-21;VIP;2026-08-08 22:20:00;8;1440;1;"[{""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}]"
SESS-30020;USR-3067;PC-45;PS5;2026-08-06 05:56:00;4;900;1;[]
SESS-30021;USR-3304;PC-43;Standard;2026-08-24 09:03:00;2;200;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}, {""item_id"": ""BAR-10"", ""qty"": 2, ""price"": 90}]"
SESS-30022;USR-3643;PC-37;Bootcamp;2026-08-11 09:09:00;3;450;0;[]
SESS-30023;USR-3606;PC-36;Bootcamp;2026-08-20 12:30:00;4;540;1;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30024;USR-3269;PC-07;Standard;2026-08-14 17:16:00;2;200;0;[]
SESS-30025;USR-3461;PC-11;Standard;2026-08-07 20:59:00;3;300;0;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30026;USR-3500;PC-32;VIP;2026-08-23 15:25:00;3;600;0;[]
SESS-30027;USR-3577;PC-02;VIP;2026-08-11 04:05:00;2;400;0;"[{""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30028;USR-3319;PC-22;VIP;2026-08-21 17:17:00;1;200;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30029;USR-3198;PC-32;Standard;2026-08-25 07:49:00;2;200;0;[]
SESS-30030;USR-3636;PC-32;Bootcamp;2026-08-04 02:46:00;3;450;0;[]
SESS-30031;USR-3509;PC-07;Standard;2026-08-11 09:38:00;1;100;0;[]
SESS-30032;USR-3599;PC-04;Standard;2026-08-28 11:38:00;2;200;0;"[{""item_id"": ""BAR-01"", ""qty"": 2, ""price"": 120}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30033;USR-3394;PC-43;Standard;2026-08-24 14:06:00;3;300;0;[]
SESS-30034;USR-3182;PC-29;Standard;2026-08-29 18:18:00;8;720;1;[]
SESS-30035;USR-3125;PC-45;Standard;2026-08-01 13:18:00;4;400;0;[]
SESS-30036;USR-3537;PC-17;VIP;2026-08-19 19:50:00;2;400;0;"[{""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30037;USR-3024;PC-28;Standard;2026-08-23 07:00:00;1;100;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}]"
SESS-30038;USR-3530;PC-41;Standard;2026-08-07 13:59:00;3;300;0;"[{""item_id"": ""BAR-15"", ""qty"": 1, ""price"": 140}, {""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30039;USR-3095;PC-44;Standard;2026-08-10 06:07:00;1;100;0;[]
SESS-30040;USR-3207;PC-34;Standard;2026-08-23 19:33:00;4;400;0;[]
SESS-30041;USR-3381;PC-30;Standard;2026-08-17 01:46:00;4;400;0;"[{""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-11"", ""qty"": 1, ""price"": 220}, {""item_id"": ""BAR-02"", ""qty"": 1, ""price"": 200}]"
SESS-30042;USR-3660;PC-17;Bootcamp;2026-08-01 10:11:00;3;450;0;"[{""item_id"": ""BAR-08"", ""qty"": 2, ""price"": 70}]"
SESS-30043;USR-3151;PC-17;Bootcamp;2026-08-12 12:10:00;2;300;0;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}]"
SESS-30044;USR-3223;PC-21;Standard;2026-08-08 19:04:00;3;300;0;[]
SESS-30045;USR-3530;PC-04;Bootcamp;2026-08-22 16:28:00;2;300;0;"[{""item_id"": ""BAR-12"", ""qty"": 2, ""price"": 260}]"
SESS-30046;USR-3375;PC-18;PS5;2026-08-12 15:41:00;3;750;0;[]
SESS-30047;USR-3482;PC-25;VIP;2026-08-25 11:34:00;4;800;0;"[{""item_id"": ""BAR-05"", ""qty"": 1, ""price"": 70}, {""item_id"": ""BAR-01"", ""qty"": 2, ""price"": 120}]"
SESS-30048;USR-3287;PC-14;VIP;2026-08-28 01:17:00;2;400;0;[]
SESS-30049;USR-3628;PC-31;Standard;2026-08-08 10:06:00;2;200;0;[]
