user_id;birth_date;gender;loyalty_tier
USR-1000;2010-01-24;M;Bronze
USR-1001;1995-09-19;M;Silver
USR-1002;2010-01-15;M;Bronze
USR-1003;2011-09-19;F;Bronze
USR-1004;2003-04-14;F;Bronze
USR-1005;2011-11-27;M;Gold
USR-1006;2003-07-02;M;Bronze
USR-1007;2012-05-10;M;Silver
USR-1008;2006-01-26;M;Gold
USR-1009;2008-02-03;F;Silver
USR-1010;2009-03-12;F;Silver
USR-1011;2012-03-11;M;Gold
USR-1012;1996-09-16;M;Silver
USR-1013;2006-02-09;M;Bronze
USR-1014;2004-02-21;M;Bronze
USR-1015;1996-09-14;M;Bronze
USR-1016;1995-03-02;M;Bronze
USR-1017;1996-07-02;M;Bronze
USR-1018;2010-11-20;M;Bronze
USR-1019;2002-04-20;F;Gold
USR-1020;2006-06-27;M;Gold
USR-1021;1997-09-02;M;Bronze
USR-1022;2004-02-26;M;Bronze
USR-1023;2008-11-23;M;Bronze
USR-1024;2003-07-14;M;Silver
USR-1025;2009-06-13;M;Silver
USR-1026;2011-09-01;M;Bronze
USR-1027;2008-03-27;M;Silver
USR-1028;1996-05-14;F;Bronze
USR-1029;2010-10-21;F;Gold
USR-1030;2010-03-20;F;Gold
USR-1031;2005-01-07;M;Silver
USR-1032;2011-11-24;M;Silver
USR-1033;2012-09-20;F;Bronze
USR-1034;1996-06-25;F;Gold
USR-1035;2010-09-04;M;Silver
USR-1036;2007-03-20;M;Bronze
USR-1037;1996-08-16;M;Silver
USR-1038;2011-01-16;M;Bronze
USR-1039;1996-02-07;M;Silver
USR-1040;2002-04-13;M;Silver
USR-1041;2006-12-22;F;Bronze
USR-1042;2005-12-12;M;Silver
USR-1043;2008-11-10;M;Bronze
USR-1044;2005-07-22;M;Silver
USR-1045;2012-07-22;M;Platinum
USR-1046;1993-03-21;M;Bronze
USR-1047;2005-06-01;M;Gold
USR-1048;2005-05-13;F;Bronze
USR-1049;2007-10-25;M;Bronze
USR-1050;2010-09-25;M;Bronze
USR-1051;2005-03-13;M;Silver
USR-1052;2005-10-10;F;Bronze
USR-1053;2005-11-22;M;Silver
USR-1054;2012-07-11;M;Silver
USR-1055;1996-02-24;M;Silver
USR-1056;2011-02-11;M;Bronze
USR-1057;2005-06-11;M;Silver
USR-1058;2005-10-10;M;Bronze
USR-1059;2009-02-27;M;Silver
USR-1060;2005-04-07;M;Silver
USR-1061;1994-10-11;M;Bronze
USR-1062;2011-02-12;M;Bronze
USR-1063;2009-08-24;F;Gold
USR-1064;1997-12-02;M;Silver
USR-1065;2005-12-05;M;Silver
USR-1066;2010-01-16;M;Silver
USR-1067;2006-08-18;M;Bronze
USR-1068;2005-06-05;F;Bronze
USR-1069;1997-10-13;M;Silver
USR-1070;1996-10-26;M;Gold
USR-1071;2005-11-16;M;Silver
USR-1072;2008-06-23;M;Silver
USR-1073;2007-05-14;M;Bronze
USR-1074;2007-11-06;M;Silver
USR-1075;2006-01-19;M;Bronze
USR-1076;2005-01-11;M;Bronze
USR-1077;2006-10-04;F;Silver
USR-1078;2009-09-09;M;Silver
USR-1079;2012-05-24;M;Gold
USR-1080;2006-04-25;M;Gold
USR-1081;1997-01-22;F;Silver
USR-1082;2010-11-10;M;Silver
USR-1083;1998-03-23;M;Bronze
USR-1084;2012-10-25;M;Silver
USR-1085;2010-02-08;M;Bronze
USR-1086;2002-10-06;M;Silver
USR-1087;2007-05-13;M;Gold
USR-1088;2005-11-10;M;Silver
USR-1089;2010-01-27;F;Gold
USR-1090;2010-09-22;M;Bronze
USR-1091;2007-12-07;F;Gold
USR-1092;2005-05-01;M;Bronze
USR-1093;2006-10-18;M;Gold
USR-1094;2003-07-06;F;Bronze
USR-1095;2004-11-12;M;Gold
USR-1096;2006-08-03;M;Bronze
USR-1097;2007-10-24;M;Gold
USR-1098;2012-07-19;M;Gold
USR-1099;2012-12-15;M;Silver
USR-1100;2006-12-25;M;Gold
USR-1101;1996-06-03;M;Gold
USR-1102;2002-11-04;F;Bronze
USR-1103;2003-01-15;M;Bronze
USR-1104;2007-09-06;M;Silver
USR-1105;2004-02-14;M;Silver
USR-1106;1997-12-02;M;Silver
USR-1107;2011-04-03;M;Bronze
USR-1108;2010-06-17;M;Bronze
USR-1109;2004-03-16;M;Silver
USR-1110;2008-08-11;M;Silver
USR-1111;2012-06-08;M;Silver
USR-1112;2002-05-07;M;Silver
USR-1113;2008-02-03;M;Silver
USR-1114;2008-04-04;F;Bronze
USR-1115;2004-01-20;M;Bronze
USR-1116;2007-04-24;M;Silver
USR-1117;2003-04-09;M;Bronze
USR-1118;2006-04-02;M;Bronze
USR-1119;2007-01-13;F;Platinum
