session_id;user_id;pc_id;date;hours_played;discount_promo
SESS-10000;USR-1122;PC-05;2026-08-05 11:33:00;2;1
SESS-10001;;PC-24;2026-08-09 20:13:00;3;0
SESS-10002;USR-1430;PC-24;2026-08-19 23:35:00;1;0
SESS-10003;USR-1363;PC-09;2026-08-11 16:01:00;2;0
SESS-10004;USR-1101;PC-20;2026-08-24 16:42:00;3;1
SESS-10005;;PC-22;2026-08-30 10:32:00;2;1
SESS-10006;USR-1221;PC-23;2026-08-14 13:54:00;1;0
SESS-10007;USR-1040;PC-18;2026-08-25 16:08:00;1;0
SESS-10008;USR-1359;PC-34;2026-08-26 14:44:00;1;0
SESS-10009;USR-1154;PC-32;2026-08-03 14:30:00;2;0
SESS-10010;USR-1074;PC-11;2026-08-02 22:56:00;3;0
SESS-10011;USR-1124;PC-09;2026-08-22 23:01:00;2;0
SESS-10012;;PC-04;2026-08-06 21:55:00;4;0
SESS-10013;USR-1206;PC-14;2026-08-27 14:21:00;3;1
SESS-10014;USR-1264;PC-17;2026-08-10 18:31:00;3;1
SESS-10015;USR-1204;PC-36;2026-08-13 13:04:00;2;1
SESS-10016;USR-1205;PC-17;2026-08-10 16:18:00;2;0
SESS-10017;;PC-32;2026-08-25 21:30:00;2;1
SESS-10018;USR-1014;PC-08;2026-08-14 11:17:00;4;0
SESS-10019;;PC-09;2026-08-16 13:37:00;2;0
SESS-10020;USR-1228;PC-31;2026-08-21 19:58:00;3;1
SESS-10021;USR-1396;PC-36;2026-08-18 18:47:00;2;0
SESS-10022;USR-1401;PC-01;2026-08-03 15:10:00;1;0
SESS-10023;USR-1321;PC-37;2026-08-29 16:27:00;1;0
SESS-10024;;PC-34;2026-08-26 21:21:00;5;0
SESS-10025;USR-1181;PC-18;2026-08-15 20:05:00;1;0
SESS-10026;USR-1331;PC-02;2026-08-08 15:52:00;5;1
SESS-10027;USR-1265;PC-01;2026-08-27 17:16:00;1;1
SESS-10028;USR-1066;PC-12;2026-08-30 16:18:00;2;0
SESS-10029;USR-1307;PC-33;2026-08-05 17:25:00;1;0
SESS-10030;USR-1202;PC-32;2026-08-30 23:09:00;4;0
SESS-10031;USR-1433;PC-16;2026-08-06 21:06:00;3;0
SESS-10032;USR-1315;PC-06;2026-08-01 17:59:00;1;1
SESS-10033;USR-1203;PC-21;2026-08-13 19:21:00;4;0
SESS-10034;USR-1377;PC-33;2026-08-07 10:12:00;4;1
SESS-10035;USR-1366;PC-10;2026-08-03 22:18:00;2;1
