session_id;user_id;pc_id;date;hours_played;discount_promo
SESS-10000;USR-1359;PC-22;2026-08-12 10:54:00;2;0
SESS-10001;USR-1306;PC-04;2026-08-23 21:10:00;2;0
SESS-10002;USR-1210;PC-37;2026-08-14 18:13:00;2;0
SESS-10003;;PC-33;2026-08-21 10:14:00;3;1
SESS-10004;;PC-33;2026-08-11 10:50:00;3;0
SESS-10005;USR-1281;PC-37;2026-08-17 19:20:00;2;0
SESS-10006;USR-1092;PC-03;2026-08-14 21:07:00;2;0
SESS-10007;USR-1164;PC-21;2026-08-11 14:05:00;3;0
SESS-10008;USR-1158;PC-16;2026-08-20 13:33:00;1;1
SESS-10009;USR-1290;PC-14;2026-08-10 11:16:00;3;0
SESS-10010;USR-1237;PC-32;2026-08-17 17:38:00;3;0
SESS-10011;USR-1170;PC-21;2026-08-16 14:27:00;1;0
SESS-10012;USR-1334;PC-06;2026-08-29 13:23:00;1;0
SESS-10013;USR-1375;PC-01;2026-08-31 23:43:00;4;0
SESS-10014;USR-1279;PC-31;2026-08-19 23:05:00;5;0
SESS-10015;USR-1146;PC-02;2026-08-21 09:03:00;3;0
SESS-10016;;PC-20;2026-08-23 14:58:00;2;0
SESS-10017;USR-1356;PC-13;2026-08-27 15:41:00;2;0
SESS-10018;USR-1430;PC-22;2026-08-02 09:04:00;3;0
SESS-10019;USR-1404;PC-10;2026-08-20 14:08:00;3;0
SESS-10020;USR-1012;PC-28;2026-08-23 12:37:00;2;0
SESS-10021;USR-1064;PC-31;2026-08-27 16:19:00;2;0
SESS-10022;USR-1325;PC-13;2026-08-18 14:08:00;2;0
SESS-10023;USR-1327;PC-31;2026-08-30 22:31:00;2;0
SESS-10024;USR-1196;PC-28;2026-08-13 15:30:00;1;0
SESS-10025;USR-1323;PC-14;2026-08-19 21:43:00;4;0
SESS-10026;USR-1432;PC-08;2026-08-01 09:15:00;3;1
SESS-10027;USR-1048;PC-28;2026-08-17 11:45:00;2;0
SESS-10028;USR-1210;PC-17;2026-08-20 17:05:00;1;0
SESS-10029;USR-1228;PC-11;2026-08-25 23:01:00;2;0
SESS-10030;USR-1273;PC-32;2026-08-23 16:15:00;4;0
SESS-10031;USR-1076;PC-34;2026-08-06 20:57:00;5;0
SESS-10032;USR-1201;PC-12;2026-08-03 17:15:00;2;0
SESS-10033;USR-1429;PC-13;2026-08-11 21:30:00;2;0
SESS-10034;USR-1427;PC-23;2026-08-05 11:50:00;1;0
SESS-10035;USR-1253;PC-20;2026-08-31 20:06:00;1;0
SESS-10036;USR-1258;PC-06;2026-08-21 18:29:00;3;0
SESS-10037;USR-1046;PC-31;2026-08-13 10:54:00;2;0
SESS-10038;USR-1387;PC-16;2026-08-26 22:31:00;2;0
SESS-10039;USR-1395;PC-32;2026-08-03 18:19:00;3;0
SESS-10040;USR-1431;PC-18;2026-08-05 20:58:00;4;1
SESS-10041;;PC-34;2026-08-23 14:40:00;2;0
SESS-10042;USR-1149;PC-31;2026-08-14 19:55:00;3;0
SESS-10043;;PC-11;2026-08-13 21:44:00;2;0
SESS-10044;USR-1046;PC-02;2026-08-10 14:25:00;3;0
SESS-10045;USR-1108;PC-34;2026-08-06 23:34:00;3;1
SESS-10046;USR-1162;PC-23;2026-08-27 10:41:00;4;0
SESS-10047;USR-1148;PC-23;2026-08-26 20:34:00;1;1
SESS-10048;USR-1292;PC-06;2026-08-30 20:01:00;2;1
SESS-10049;USR-1296;PC-12;2026-08-30 20:02:00;2;0
SESS-10050;USR-1183;PC-11;2026-08-06 18:18:00;2;0
SESS-10051;USR-1232;PC-11;2026-08-29 15:01:00;1;0
SESS-10052;USR-1439;PC-27;2026-08-31 17:29:00;1;0
SESS-10053;USR-1309;PC-31;2026-08-22 20:45:00;2;0
SESS-10054;USR-1348;PC-17;2026-08-31 09:14:00;3;1
SESS-10055;USR-1183;PC-01;2026-08-11 09:26:00;1;0
SESS-10056;USR-1087;PC-32;2026-08-11 17:24:00;2;0
SESS-10057;USR-1413;PC-36;2026-08-10 22:53:00;3;0
SESS-10058;USR-1439;PC-26;2026-08-28 16:31:00;8;0
SESS-10059;USR-1019;PC-34;2026-08-28 11:33:00;4;0
SESS-10060;USR-1295;PC-26;2026-08-27 20:14:00;2;0
SESS-10061;;PC-07;2026-08-23 15:59:00;2;0
SESS-10062;USR-1109;PC-01;2026-08-19 22:39:00;2;0
SESS-10063;USR-1430;PC-18;2026-08-29 21:12:00;2;0
SESS-10064;USR-1290;PC-19;2026-08-16 11:51:00;2;0
SESS-10065;USR-1268;PC-16;2026-08-12 23:54:00;2;0
SESS-10066;USR-1221;PC-12;2026-08-02 23:54:00;2;0
SESS-10067;USR-1120;PC-24;2026-08-13 20:30:00;2;0
SESS-10068;USR-1332;PC-35;2026-08-18 09:16:00;1;0
SESS-10069;USR-1262;PC-25;2026-08-13 12:18:00;4;0
SESS-10070;USR-1110;PC-11;2026-08-19 13:55:00;1;1
SESS-10071;USR-1009;PC-14;2026-08-31 10:47:00;3;0
SESS-10072;USR-1362;PC-02;2026-08-05 16:17:00;2;1
SESS-10073;USR-1204;PC-17;2026-08-13 19:49:00;2;0
SESS-10074;USR-1196;PC-11;2026-08-07 12:31:00;1;0
SESS-10075;USR-1167;PC-20;2026-08-22 11:06:00;3;0
SESS-10076;USR-1256;PC-07;2026-08-20 14:47:00;3;0
SESS-10077;USR-1372;PC-22;2026-08-02 12:27:00;4;1
SESS-10078;USR-1211;PC-18;2026-08-16 09:15:00;1;0
SESS-10079;;PC-15;2026-08-19 13:24:00;3;0
SESS-10080;USR-1213;PC-37;2026-08-09 14:44:00;1;0
SESS-10081;USR-1207;PC-37;2026-08-09 15:20:00;2;0
SESS-10082;USR-1061;PC-08;2026-08-25 19:49:00;4;1
SESS-10083;USR-1240;PC-25;2026-08-26 21:58:00;1;0
SESS-10084;USR-1431;PC-05;2026-08-23 19:55:00;1;0
SESS-10085;USR-1430;PC-03;2026-08-14 21:19:00;2;0
SESS-10086;USR-1309;PC-20;2026-08-13 09:41:00;2;1
SESS-10087;USR-1207;PC-24;2026-08-13 10:41:00;2;0
SESS-10088;USR-1146;PC-23;2026-08-17 15:14:00;1;0
SESS-10089;USR-1363;PC-02;2026-08-19 17:46:00;3;0
SESS-10090;USR-1439;PC-34;2026-08-08 13:47:00;3;1
SESS-10091;USR-1177;PC-15;2026-08-09 20:27:00;1;0
SESS-10092;USR-1011;PC-23;2026-08-06 11:08:00;1;1
SESS-10093;;PC-01;2026-08-13 17:58:00;4;0
SESS-10094;USR-1206;PC-30;2026-08-20 12:51:00;2;0
SESS-10095;USR-1189;PC-12;2026-08-27 10:36:00;5;0
SESS-10096;USR-1074;PC-02;2026-08-09 13:41:00;2;0
SESS-10097;;PC-08;2026-08-26 12:10:00;3;0
SESS-10098;USR-1272;PC-16;2026-08-13 23:43:00;2;0
SESS-10099;USR-1051;PC-07;2026-08-11 16:02:00;2;0
SESS-10100;USR-1314;PC-36;2026-08-30 13:20:00;2;0
SESS-10101;USR-1224;PC-09;2026-08-12 15:39:00;1;0
SESS-10102;USR-1418;PC-09;2026-08-30 14:10:00;8;1
SESS-10103;USR-1208;PC-33;2026-08-03 16:10:00;3;0
SESS-10104;USR-1188;PC-32;2026-08-15 21:07:00;2;0
SESS-10105;USR-1330;PC-22;2026-08-07 11:41:00;1;0
