user_id;birth_date;gender;loyalty_tier
USR-1000;2003-02-17;M;Silver
USR-1001;2004-10-10;F;Silver
USR-1002;1996-06-21;M;Silver
USR-1003;2012-04-16;M;Silver
USR-1004;2008-01-17;M;Bronze
USR-1005;1996-05-23;M;Bronze
USR-1006;2010-06-09;M;Bronze
USR-1007;2007-05-22;M;Platinum
USR-1008;2008-01-24;M;Bronze
USR-1009;1994-09-23;M;Bronze
USR-1010;2010-12-25;M;Bronze
USR-1011;1998-04-13;M;Silver
USR-1012;2005-06-22;M;Bronze
USR-1013;1997-05-24;M;Bronze
USR-1014;2003-12-05;M;Platinum
USR-1015;2008-05-18;F;Bronze
USR-1016;2007-05-18;M;Bronze
USR-1017;2008-02-26;M;Platinum
USR-1018;2007-03-10;F;Bronze
USR-1019;2006-02-03;M;Silver
USR-1020;2007-10-28;F;Bronze
USR-1021;2009-08-15;M;Gold
USR-1022;2009-06-17;M;Bronze
USR-1023;2003-07-03;M;Bronze
USR-1024;2005-05-16;M;Gold
USR-1025;1996-03-10;F;Silver
USR-1026;2003-01-04;M;Bronze
USR-1027;2011-02-06;M;Bronze
USR-1028;2010-10-22;M;Gold
USR-1029;2005-05-21;M;Bronze
USR-1030;2010-11-13;M;Bronze
USR-1031;2008-04-06;M;Bronze
USR-1032;2006-06-19;M;Bronze
USR-1033;2010-10-16;M;Silver
USR-1034;2006-06-21;F;Gold
USR-1035;1996-10-26;M;Bronze
USR-1036;2004-05-18;M;Gold
USR-1037;2003-08-28;M;Gold
USR-1038;2010-10-02;F;Bronze
USR-1039;2003-07-20;M;Bronze
USR-1040;2004-06-06;M;Bronze
USR-1041;2010-08-22;M;Bronze
USR-1042;2004-06-02;M;Bronze
USR-1043;2007-08-08;M;Gold
USR-1044;1997-06-03;M;Silver
USR-1045;1996-02-23;M;Gold
USR-1046;2005-08-15;M;Bronze
USR-1047;1998-12-15;M;Bronze
USR-1048;2005-09-18;M;Silver
USR-1049;2005-10-17;F;Bronze
USR-1050;1996-05-25;M;Bronze
USR-1051;2002-10-09;M;Bronze
USR-1052;2010-01-16;F;Silver
USR-1053;1996-12-04;F;Silver
USR-1054;2005-04-07;M;Bronze
USR-1055;2004-07-15;M;Bronze
USR-1056;2005-02-23;M;Bronze
USR-1057;2003-03-04;M;Bronze
USR-1058;2005-02-20;M;Bronze
USR-1059;2007-10-15;M;Silver
USR-1060;2005-04-16;M;Gold
USR-1061;2010-11-12;M;Platinum
USR-1062;2011-05-26;F;Bronze
USR-1063;2005-01-15;M;Silver
USR-1064;2008-03-28;M;Bronze
USR-1065;1996-01-02;M;Bronze
USR-1066;2011-11-08;M;Silver
USR-1067;2005-03-21;F;Bronze
USR-1068;2007-12-08;M;Bronze
USR-1069;2012-11-28;M;Platinum
USR-1070;1998-01-08;M;Bronze
USR-1071;2010-09-01;M;Silver
USR-1072;2005-01-01;M;Bronze
USR-1073;2004-11-25;M;Platinum
USR-1074;2012-12-16;M;Silver
USR-1075;1996-03-16;M;Silver
USR-1076;1996-04-10;M;Silver
USR-1077;2010-08-12;M;Bronze
USR-1078;2011-02-13;M;Bronze
USR-1079;2010-06-10;M;Silver
USR-1080;2008-12-25;F;Gold
USR-1081;1996-07-17;M;Gold
USR-1082;2011-12-16;F;Bronze
USR-1083;2007-05-08;M;Silver
USR-1084;2004-04-03;M;Bronze
USR-1085;2005-04-01;F;Bronze
USR-1086;1997-01-15;M;Bronze
USR-1087;1996-02-17;M;Bronze
USR-1088;2009-09-28;M;Gold
USR-1089;1997-03-11;M;Platinum
USR-1090;2005-03-20;M;Gold
USR-1091;2004-01-09;M;Bronze
USR-1092;2007-07-26;M;Silver
USR-1093;1996-06-27;F;Silver
USR-1094;2011-05-06;M;Silver
USR-1095;1999-04-18;M;Silver
USR-1096;2010-04-21;M;Platinum
USR-1097;2005-02-19;F;Platinum
USR-1098;2004-07-18;F;Bronze
USR-1099;2004-06-16;M;Gold
USR-1100;1996-06-12;M;Bronze
USR-1101;2009-03-05;M;Silver
USR-1102;2006-03-15;M;Silver
USR-1103;2003-01-13;M;Silver
USR-1104;2008-12-05;M;Bronze
USR-1105;2005-11-17;F;Gold
USR-1106;2006-10-18;M;Gold
USR-1107;2005-10-03;M;Gold
USR-1108;2006-09-10;M;Bronze
USR-1109;2012-11-02;M;Silver
USR-1110;1997-02-02;M;Platinum
USR-1111;2011-07-21;M;Bronze
USR-1112;2005-05-27;M;Silver
USR-1113;2005-06-23;M;Silver
USR-1114;1996-04-02;M;Silver
USR-1115;2010-10-20;F;Bronze
USR-1116;2001-02-28;M;Silver
USR-1117;2006-06-07;M;Gold
USR-1118;2007-07-28;M;Bronze
USR-1119;1997-11-18;F;Bronze
USR-1120;2006-01-21;M;Bronze
USR-1121;2010-01-04;M;Silver
USR-1122;2008-09-18;F;Gold
USR-1123;2002-07-15;M;Silver
USR-1124;2011-04-13;M;Bronze
USR-1125;1996-07-08;M;Silver
USR-1126;2012-11-03;M;Silver
USR-1127;1995-05-27;M;Silver
USR-1128;1999-04-05;M;Gold
USR-1129;1998-05-25;M;Silver
USR-1130;2004-10-03;M;Silver
USR-1131;2009-02-10;F;Bronze
USR-1132;2005-05-06;M;Bronze
USR-1133;1996-01-17;M;Bronze
USR-1134;2008-07-13;M;Bronze
USR-1135;2004-08-09;F;Bronze
USR-1136;2005-05-06;M;Bronze
USR-1137;2008-12-14;M;Silver
USR-1138;2004-03-22;F;Platinum
USR-1139;2006-09-25;M;Bronze
USR-1140;1996-07-16;M;Silver
USR-1141;2003-05-04;F;Bronze
USR-1142;2005-10-22;M;Bronze
USR-1143;2005-05-22;M;Silver
USR-1144;1994-09-24;M;Bronze
USR-1145;2008-10-05;M;Silver
USR-1146;1996-03-02;M;Silver
USR-1147;2006-02-11;M;Silver
USR-1148;2003-07-07;F;Bronze
USR-1149;2004-08-10;M;Bronze
USR-1150;2004-03-24;M;Gold
USR-1151;2002-12-05;M;Bronze
USR-1152;2008-12-26;F;Silver
USR-1153;2005-11-12;M;Bronze
USR-1154;2010-04-13;M;Bronze
USR-1155;2007-07-07;M;Bronze
USR-1156;2003-03-03;M;Silver
USR-1157;2003-01-23;M;Silver
USR-1158;2010-09-18;M;Bronze
USR-1159;2002-10-05;F;Bronze
USR-1160;2004-12-02;M;Bronze
USR-1161;2006-05-03;M;Silver
USR-1162;2007-11-17;M;Platinum
USR-1163;2010-08-28;M;Silver
USR-1164;2012-06-17;F;Gold
USR-1165;2005-04-20;M;Bronze
USR-1166;2005-02-28;M;Bronze
USR-1167;1995-09-05;M;Gold
USR-1168;2010-12-15;F;Bronze
USR-1169;2002-12-16;M;Silver
USR-1170;2008-12-24;M;Bronze
USR-1171;2010-08-21;M;Bronze
USR-1172;2005-12-13;F;Bronze
USR-1173;1995-09-28;M;Silver
USR-1174;1997-02-14;M;Bronze
USR-1175;2012-06-19;M;Bronze
USR-1176;1996-06-27;M;Bronze
USR-1177;1996-08-20;M;Bronze
USR-1178;1998-03-09;F;Silver
USR-1179;2005-11-04;M;Silver
USR-1180;2005-11-05;M;Bronze
USR-1181;2002-06-11;M;Silver
USR-1182;2005-11-14;M;Silver
USR-1183;2004-05-22;M;Bronze
USR-1184;2004-04-07;F;Bronze
USR-1185;2009-04-07;M;Bronze
USR-1186;2010-10-09;M;Gold
USR-1187;2008-03-28;M;Bronze
USR-1188;2005-07-28;M;Bronze
USR-1189;2010-05-08;M;Platinum
USR-1190;2009-04-14;F;Silver
USR-1191;1995-11-24;M;Silver
USR-1192;1996-11-01;M;Bronze
USR-1193;2005-12-20;M;Bronze
USR-1194;1996-05-21;M;Bronze
USR-1195;1996-04-12;M;Silver
USR-1196;2009-11-02;F;Bronze
USR-1197;2009-01-09;M;Gold
