session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-14782;08/09/2026 06:47:07;USR-1757;2011-12-19;M;Standard;4;320;400;App;Valorant;;0
SESS-14230;2026-08-27 14:14:30;USR-1150;2003-03-16;M;Bootcamp;3;630;450;App;CS2;4.5;0
SESS-11929;2026-08-27 16:06:51;USR-1096;2003-06-13;M;;Standard;2;160;Card;CS2;;0
SESS-10240;2026-08-19 14:04:00;USR-1126;2005-03-27;M;PS5;1;0;250;Cash;Apex Legends;4.5;0
SESS-11881;2026-08-12 18:42:22;USR-1048;1995-06-07;M;Standard;1;120;100;App;PUBG;;0
SESS-13409;2026-08-13 19:17:27;USR-1097;2007-03-22;M;Bootcamp;5;1330;675;Card;Dota 2;4.5;1
SESS-12515;2026-08-12 22:47:36;USR-1052;2012-09-20;M;VIP;12;0;2400;Card;CS2;5.0;0
SESS-15113;2026-08-16 17:11:39;USR-1362;2008-04-08;M;Standard;3;503;270;Card;CS2;;1
SESS-13135;2026-08-14 12:49:52;USR-1084;2008-09-03;M;Standard;12;2688;1080;Card;CS2;4.5;1
SESS-10127;2026-08-04 18:37:31;USR-1000;2010-11-05;F;Standard;1;0;100;Cash;CS2;;0
SESS-14282;2026-08-25 19:41:21;USR-1038;2006-10-14;M;VIP;1;270;200;App;Dota 2;5.0;0
SESS-13417;2026-08-05 10:28:42;USR-1052;2012-09-20;M;Bootcamp;2;80;300;App;CS2;5.0;0
SESS-11426;2026-08-01 11:36:29;USR-1056;2003-10-15;M;Standard;2;0;200;Cash;Dota 2;;0
SESS-11753;2026-08-29 14:04:15;USR-1081;1998-07-01;F;VIP;3;923;540;Card;CS2;4.0;1
SESS-13510;2026-08-14 09:03:57;USR-1751;2003-12-28;M;Bootcamp;2;400;300;Card;Valorant;;0
SESS-14415;2026-08-25 19:09:03;USR-1099;2005-03-04;M;VIP;3;616;540;App;CS2;;1
SESS-14531;2026-08-07 23:28:02;USR-1523;2009-10-04;F;Standard;8;448;720;Cash;Valorant;4.5;1
SESS-13460;2026-08-19 17:25:41;USR-1053;2006-04-02;M;Standard;3;0;270;App;CS2;;1
SESS-11386;2026-08-24 16:58:20;USR-1144;2007-09-02;M;VIP;1;270;200;App;Dota 2;4.5;0
