session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-12135;2026-08-07 20:39:18;USR-1461;1997-09-05;M;VIP;8;1590;1600;Card;Dota 2;;0
SESS-12577;2026-08-02 20:49:10;USR-1428;2004-11-27;M;VIP;3;320;600;App;Deadlock;;0
SESS-13122;2026-08-16 22:06:30;USR-1749;2004-01-24;F;Bootcamp;8;1360;1200;App;Deadlock;;0
SESS-10877;2026-08-10 17:16:20;USR-1727;1997-10-16;M;Standard;1;180;100;Card;Dota 2;;0
SESS-13532;2026-08-04 19:05:10;USR-1292;2000-02-17;M;VIP;2;0;400;App;Cyberpunk 2077;4.0;0
SESS-10085;2026-08-21 11:29:48;USR-1125;2002-11-01;M;Bootcamp;5;0;750;Cash;Dota 2;;0
SESS-10796;2026-08-01 17:53:06;USR-1064;2003-11-11;M;Bootcamp;2;0;300;Card;CS2;4.5;0
SESS-14410;2026-08-28 16:46:47;USR-1012;1998-01-07;M;Standard;2;500;200;Card;CS2;4.5;0
SESS-10384;2026-08-04 16:17:26;USR-1336;2011-01-02;M;Standard;8;320;800;App;Minecraft;5.0;0
SESS-14921;2026-08-03 14:49:15;USR-1362;2003-06-24;M;Bootcamp;2;0;300;Card;Dota 2;3.0;0
SESS-12479;2026-08-22 16:16:59;USR-1091;2005-09-23;M;Bootcamp;2;240;300;App;Dota 2;;0
SESS-11371;2026-08-01 12:56:36;USR-1741;1994-09-10;M;Bootcamp;5;2170;675;Card;GTA V;5.0;1
SESS-12238;2026-08-18 22:34:28;USR-1546;2010-02-26;M;Bootcamp;5;0;750;Cash;Minecraft;4.5;0
SESS-13039;2026-08-23 11:10:43;USR-1131;2010-01-26;M;VIP;1;0;200;Cash;CS2;;0
SESS-13956;2026-08-02 18:01:16;USR-1111;2003-07-15;M;Standard;3;336;270;Cash;CS2;4.5;1
SESS-13439;2026-08-23 11:36:31;USR-1109;1996-01-13;F;Standard;2;360;200;Card;Browser/Work;;0
SESS-12402;2026-08-08 11:07:15;USR-1192;2010-05-08;M;Standard;1;0;100;Cash;Dota 2;;0
SESS-10084;2026-08-16 13:20:28;USR-1096;2001-02-18;M;Standard;~2;448;180;Card;CS2;;1
SESS-13654;2026-08-03 00:48:51;USR-1741;1994-09-10;M;Standard;8;960;800;Card;Dota 2;4.5;0
SESS-14386;2026-08-12 22:53:53;USR-1152;2007-08-08;M;Standard;3;240;300;App;Dota 2;;0
SESS-13089;2026-08-21 13:33:18;USR-1101;2001-02-23;M;Bootcamp;3 часа;560;450;App;Valorant;4.5;0
SESS-14049;2026-08-04 16:38:49;USR-1286;2001-11-17;F;Bootcamp;1;0;150;Card;Dota 2;;0
SESS-10244;2026-08-15 14:34:15;USR-1131;2010-01-26;M;Standard;2;0;200;Cash;Minecraft;;0
SESS-15441;2026-08-18 12:15:33;USR-1354;2011-01-10;M;Standard;4;0;400;App;CS2;;0
SESS-12201;2026-08-08 17:21:56;USR-1115;2011-02-03;M;Bootcamp;2;80;300;App;Deadlock;;0
SESS-12536;2026-08-08 22:37:41;USR-1549;2010-07-01;M;Standard;12;0;1200;;CS2;3.0;0
SESS-12377;2026-08-06 07:36:22;USR-1136;2003-12-16;M;VIP;2;0;400;Card;Valorant;;0
SESS-10192;2026-08-20 18:33:49;USR-1142;2007-11-06;F;Bootcamp;1;0;150;App;Dota 2;4.0;0
SESS-13064;2026-08-18 11:13:39;USR-1049;2008-06-10;M;Standard;2;224;180;Card;CS2;3.0;1
SESS-12808;2026-08-06 22:04:38;USR-1759;2009-07-08;M;Standard;5;0;500;App;Valorant;;0
SESS-12943;2026-08-09 20:06:26;USR-1078;2010-08-05;M;Standard;2;80;200;Cash;GTA V;4.5;0
SESS-11793;2026-08-20 16:43:46;USR-1789;2002-05-10;M;Standard;2;0;200;Card;Deadlock;4.0;0
SESS-15129;2026-08-16 23:09:54;USR-1136;2003-12-16;M;Bootcamp;8;0;1200;Card;CS2;5.0;0
SESS-14080;2026-08-28 19:43:29;USR-1145;2009-05-11;M;Standard;2;80;200;Cash;Minecraft;;0
SESS-13256;2026-08-30 03:00:54;USR-1510;2009-06-22;M;Standard;2;0;200;App;Minecraft;;0
SESS-11251;2026-08-01 04:10:29;USR-1033;2005-09-24;M;Standard;3;480;300;Card;CS2;4.0;0
SESS-12319;2026-08-01 15:43:55;USR-1097;2012-09-17;M;Bootcamp;1;0;150;Cash;Minecraft;;0
SESS-11635;2026-08-26 17:02:22;USR-1033;2005-09-24;M;PS5;1;0;250;Card;CS2;;0
SESS-13680;2026-08-11 17:10:25;USR-1085;2010-05-08;m;Bootcamp;1;40;150;Cash;CS2;;0
SESS-11753;2026-08-21 16:07:11;USR-1311;1994-09-08;F;PS5;3;660;750;App;CS2;4.0;0
SESS-13393;2026-08-18 06:33:15;USR-1634;2005-08-14;M;Standard;1;0;100;Card;Dota 2;;0
SESS-15044;2026-08-09 17:49:25;USR-1326;2006-11-25;Мужской;VIP;1;240;200;Cash;CS2;;0
SESS-13990;2026-08-10 17:26:05;USR-1450;2008-08-17;F;Bootcamp;5;950;750;;Dota 2;4.0;0
SESS-10257;2026-08-28 11:24:19;USR-1488;2006-10-13;M;VIP;3;560;600;App;Valorant;4.5;0
SESS-12475;2026-08-31 15:48:28;USR-1086;08.07.2012;M;Bootcamp;2;80;300;App;Valorant;;0
SESS-14867;2026-08-05 10:11:53;USR-1105;1997-10-03;M;PS5;1;550;250;Card;CS2;;0
SESS-14772;2026-08-29 14:54:15;USR-1084;1994-07-11;F;VIP;3;923;540;Card;CS2;;1
SESS-14305;2026-08-07 14:54:52;USR-1584;2006-12-25;M;Standard;2;320;200;Card;Dota 2;4.0;0
SESS-12306;2026-08-09 18:40:40;USR-1166;2009-04-21;M;VIP;3;240;600;App;CS2;4.0;0
