session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-13059;2026-08-16 12:57:12;USR-1008;2001-04-14;F;VIP;3;784;540;App;Deadlock;;1
SESS-12160;2026-08-09 15:18:11;USR-1229;1992-03-08;F;VIP;2;800;400;Cash;Valorant;5.0;0
SESS-15989;2026-08-14 10:58:49;USR-1097;2006-12-02;M;;Bootcamp;2;0;Card;Dota 2;;0
SESS-14403;2026-08-25 08:02:14;USR-1201;2005/12/06;M;Standard;2;240;200;Cash;CS2;;0
SESS-17773;2026-08-15 13:33:11;USR-1109;2011-03-16;F;Standard;3;240;300;App;Dota 2;4.5;0
SESS-10253;2026-08-23 10:45:28;USR-1152;2007-06-02;M;VIP;1;310;200;App;CS2;;0
SESS-15729;2026-08-28 14:15:45;USR-1280;2011-10-05;M;PS5;2;80;500;Cash;Deadlock;;0
SESS-15496;2026-08-28 16:16:14;USR-1411;2012-12-04;M;Standard;3;0;300;Cash;CS2;;0
SESS-12306;2026-08-08 14:23:03;USR-1188;2009-12-05;M;Standard;2;224;180;Cash;Dota 2;3.0;1
SESS-14147;2026-08-30 17:17:32;USR-1047;2000-12-26;M;PS5;2;660;500;Card;CS2;;0
SESS-12155;2026-08-15 17:33:05;USR-1685;1995-05-06;M;Standard;1;250;100;Card;CS2;;0
SESS-16986;2026-08-15 19:31:52;USR-1703;2010-08-25;M;Standard;5;280;450;Cash;CS2;4.5;1
SESS-17343;2026-08-21 20:23:49;USR-1446;2011-07-16;M;Bootcamp;4;320;600;Card;CS2;4.0;0
SESS-12836;2026-08-22 16:03:34;USR-1545;2008-12-19;M;Bootcamp;8;1456;1080;Card;CS2;4.5;1
SESS-13038;2026-08-17 13:24:16;USR-1031;2006-11-01;M;Standard;3;240;300;Card;CS2;;0
SESS-15506;2026-08-14 01:38:53;USR-1145;2010-04-25;M;Standard;2;0;200;App;Valorant;;0
SESS-15013;2026-08-31 11:22:13;USR-1099;2004-06-10;M;PS5;2;240;500;Card;Dota 2;;0
SESS-14947;2026-08-27 09:47:44;USR-1501;2005-04-04;M;Standard;2;224;180;App;CS2;;1
SESS-16687;2026-08-14 11:08:37;USR-1134;2006-08-28;M;Standard;3;240;300;Card;Dota 2;;0
SESS-12234;2026-08-11 14:36:18;USR-1068;2002-03-26;F;Bootcamp;1;240;150;App;CS2;5.0;0
SESS-14058;2026-08-22 00:08:01;USR-1503;2005-10-08;1;VIP;5;0;1000;Card;Valorant;4.0;0
SESS-11598;2026-08-29 17:23:59;USR-1312;1999-08-08;M;PS5;2;650;500;Card;CS2;;0
SESS-11375;2026-08-11 17:45:52;USR-1601;2000-11-26;M;VIP;3;690;600;Card;Dota 2;;0
SESS-11654;2026-08-05 15:28:50;USR-1173;1995-09-03;M;VIP;3;1050;600;App;CS2;3.0;0
SESS-17042;2026-08-29 12:42:04;USR-1698;2006-06-26;M;Standard;2;0;200;Card;Dota 2;;0
SESS-14605;2026-08-30 13:46:14;USR-1629;2005-08-10;F;Standard;2;0;200;Card;CS2;;0
SESS-14639;2026-08-07 10:11:18;USR-1473;2007-02-02;M;PS5;2;0;500;App;Dota 2;;0
SESS-10513;2026-08-16 14:34:38;USR-1136;2007-01-03;F;VIP;4;560;800;Cash;Dota 2;;0
SESS-14629;2026-08-06 17:04:53;USR-1707;2006-08-28;M;Standard;2;240;200;App;CS2;;0
SESS-13123;2026-08-28 13:06:51;USR-1396;2007-06-20;M;Bootcamp;4;0;540;Card;Deadlock;;1
SESS-10434;2026-08-22 20:10:21;USR-1087;2005-04-01;M;Standard;2;160;200;Card;PUBG;4.5;0
SESS-12743;2026-08-03 00:59:03;USR-1649;2003-08-15;M;Standard;3;360;300;App;CS2;4.0;0
SESS-16631;2026-08-12 20:23:43;USR-1720;2006-03-04;M;Standard;1;120;100;Card;Dota 2;4.0;0
SESS-13737;2026-08-28 08:41:44;USR-1773;2011-10-24;M;Standard;12;720;1200;Cash;Minecraft;4.5;0
SESS-10237;2026-08-27 00:16:26;USR-1609;2000-09-08;M;Standard;8;2015;720;Card;CS2;5.0;1
SESS-11137;2026-08-01 23:00:42;USR-1481;2004-01-03;M;VIP;8;0;1600;App;CS2;5.0;0
SESS-10765;2026-08-07 17:09:06;USR-1060;2004-08-26;M;VIP;1;0;200;Card;CS2;5.0;0
SESS-16165;2026-08-16 18:57:49;USR-1228;2002-08-13;M;Standard;3;480;300;Card;Dota 2;;0
SESS-12194;2026-08-22 16:44:56;USR-1003;2011-01-05;M;Standard;1;0;100;Cash;Dota 2;4.5;0
SESS-17381;2026-08-21 15:54:58;USR-1088;2006-02-13;M;Standard;3;0;300 руб.;Card;CS2;;0
SESS-11146;2026-08-09 17:03:11;USR-1011;1986-09-24;M;Standard;5;0;450;Card;Cyberpunk 2077;;1
SESS-14604;2026-08-07 20:56:41;USR-1668;1997-04-05;F;PS5;1;0;250;App;PUBG;4.5;0
SESS-12722;2026-08-08 16:26:56;USR-1156;2005-05-28;M;Bootcamp;2;390;300;App;Apex Legends;;0
SESS-12977;2026-08-16 08:47:19;USR-1300;2002-01-18;M;Standard;2;0;200;Card;Valorant;;0
SESS-10789;2026-08-10 16:58:52;USR-1280;2011-10-05;M;Standard;5;420;450;Cash;CS2;;1
SESS-13304;2026-08-24 15:55:07;USR-1763;2006-04-16;M;Standard;3 ч.;672;270;Card;Dota 2;;1
SESS-17510;2026-08-17 17:09:09;USR-1012;1996-02-08;M;PS5;4;1300;1000;Card;PUBG;;0
SESS-12021;2026-08-01 12:17:09;USR-1142;2012-05-12;M;Bootcamp;2;0;300;Card;CS2;4.5;0
SESS-10872;2026-08-15 16:44:51;USR-1073;2011-03-25;M;Standard;1;80;100;App;Minecraft;;0
SESS-17675;2026-08-28 20:27:53;USR-1191;2006-03-21;M;Standard;8;0;800;App;Valorant;3.0;0
SESS-17162;2026-08-19 15:29:52;USR-1005;2009-05-12;M;Standard;1;0;100;Cash;CS2;;0
SESS-10093;2026-08-06 18:47:17;USR-1355;2000-01-05;M;Bootcamp;2;390;300;Card;Dota 2;;0
SESS-14416;2026-08-23 01:45:38;USR-1278;2003-10-11;F;Standard;5;0;500;App;CS2;5.0;0
SESS-10133;2026-08-27 23:45:24;USR-1192;2011-02-18;M;VIP;12;0;2400;Card;Minecraft;4.5;0
SESS-14799;2026-08-02 08:00:56;USR-1304;1998-09-01;M;VIP;2;390;400;Card;Cyberpunk 2077;;0
SESS-10325;2026-08-22 01:38:18;USR-1551;2008-09-12;M;Bootcamp;3;560;450;Card;Valorant;;0
SESS-15525;2026-08-22 12:10:38;USR-1350;2011-05-14;F;Standard;2;120;200;Cash;Minecraft;;0
SESS-16758;2026-08-04 11:56:25;USR-1720;2006-03-04;M;Standard;5;800;500;Card;CS2;5.0;0
SESS-12190;2026-08-30 02:37:13;USR-1118;2012-03-20;M;Bootcamp;5;420;675;Card;Minecraft;4.0;1
SESS-13715;2026-08-12 14:40:48;USR-1409;2011-02-21;F;VIP;1;40;200;App;Deadlock;;0
SESS-17136;2026-08-20 14:33:49;USR-1650;2010-10-01;M;VIP;5;200;1000;App;Deadlock;4.5;0
SESS-17360;2026-08-19 17:18:40;USR-1363;2007-01-03;M;VIP;2;0;400;Card;Deadlock;;0
SESS-16969;13.08.2026 18:02:17;USR-1046;2004-04-22;M;Standard;5;1120;450;Card;Deadlock;5.0;1
SESS-17149;2026-08-30 11:38:03;USR-1374;2007-11-01;F;Standard;8;1344;720;Card;CS2;;1
SESS-16868;2026-08-02 21:17:01;USR-1773;2011-10-24;M;Standard;3;240;300;Cash;Minecraft;;0
SESS-16777;2026-08-10 16:38:09;USR-1024;1994-07-05;M;VIP;2;650;400;Card;Valorant;5.0;0
SESS-17879;2026-08-17 23:27:58;USR-1156;2005-05-28;M;Bootcamp;5;0;750;Card;Dota 2;;0
