session_id;date;user_id;birth_date;gender;pc_zone;hours_played;extra_bar_spent;total_paid;payment_method;game_played;client_rating;discount_promo
SESS-14992;2026-08-21 14:55:24;USR-1788;2004-02-24;M;Bootcamp;4;658;540;;CS2;;1
SESS-13725;2026-08-23 00:45:15;USR-1257;2004-04-25;M;Standard;12;0;1080;App;CS2;5.0;1
SESS-12090;2026-08-25 22:35:39;USR-1760;2011-03-08;M;Bootcamp;8;896;1080;Cash;Dota 2;5.0;1
SESS-13454;2026-08-21 15:18:32;USR-1470;1996-01-03;M;Bootcamp;3;840;450;Card;Browser/Work;1.0;0
SESS-13442;2026-08-10 08:30:05;USR-1000;2006-08-25;M;Standard;2;240;200;App;CS2;;0
SESS-10438;2026-08-16 22:10:13;USR-1344;1886-09-20;F;Standard;999;336;270;App;Valorant;;1
SESS-11988;2026-08-15 12:46:24;USR-1083;2004-12-11;M;PS5;2;0;500;App;CS2;;0
SESS-15036;2026-08-26 21:00:39;USR-1123;2003-11-06;M;Standard;3;0;300;Card;Deadlock;4.5;0
SESS-12804;2026-08-30 16:26:40;USR-1026;1995-08-24;M;PS5;3;0;750;App;Deadlock;;0
SESS-14853;2026-08-28 18:23:04;USR-1051;2005-01-17;M;PS5;8;640;2000;Card;Deadlock;;0
SESS-10986;2026-08-01 18:40:06;USR-1107;02.01.2010;F;Standard;2;0;200;Cash;GTA V;;0
SESS-11141;2026-08-16 20:30:19;USR-1065;1992-10-11;M;VIP;12;2310;2400;Card;GTA V;4.5;0
SESS-14392;2026-08-25 13:59:29;USR-1068;2001-01-02;M;VIP;3;320;600;App;Dota 2;5.0;0
SESS-11197;2026-08-30 15:26:22;USR-1046;2009-12-21;M;Standard;2;0;200;Cash;Minecraft;;0
SESS-12675;2026-08-08 19:51:30;USR-1094;2005-08-05;M;Standard;4;448;360;Card;Valorant;4.0;1
SESS-10039;2026-08-03 22:33:29;USR-1525;2010-08-18;M;Standard;8;480;800;Card;PUBG;4.0;0
SESS-13543;2026-08-07 06:22:47;USR-1564;2012-07-20;M;Standard;2;160;200;Cash;CS2;4.5;0
SESS-15073;08/06/2026 11:37:07;USR-1039;2010-06-16;M;Bootcamp;3;0;450;App;CS2;;0
SESS-13254;2026-08-02 15:16:45;USR-1559;2004-04-26;M;Standard;8;0;800;App;Dota 2;;0
SESS-10151;2026-08-14 15:05:17;USR-1620;2011-08-06;M;Standard;1;80;100;App;Deadlock;4.5;0
SESS-14974;2026-08-22 20:39:56;USR-1380;2007-02-11;M;Standard;1;80;100;Card;Dota 2;4.5;0
SESS-10499;2026-08-06 20:32:31;USR-1442;2005-12-27;M;Bootcamp;1;230;150;Card;Valorant;;0
