user_id;cohort;birth_date;gender
USR-3000;2026-Q1;2007-06-21;F
USR-3001;2026-Q2;1997-08-23;F
USR-3002;2025-Q4;2003-04-26;F
USR-3003;2026-Q3;2007-10-20;F
USR-3004;2026-Q1;2006-08-02;M
USR-3005;2026-Q1;2003-04-03;M
USR-3006;2026-Q2;1992-02-05;M
USR-3007;2025-Q3;2005-07-13;M
USR-3008;2025-Q4;2008-11-03;M
USR-3009;2026-Q2;2005-04-07;M
USR-3010;2026-Q2;2006-03-17;M
USR-3011;2026-Q1;2005-03-19;F
USR-3012;2025-Q3;2004-10-27;F
USR-3013;2026-Q2;2006-06-01;M
USR-3014;2026-Q3;2005-08-01;M
USR-3015;2025-Q4;1996-02-21;M
USR-3016;2026-Q1;2010-03-16;M
USR-3017;2026-Q2;2005-09-10;M
USR-3018;2026-Q1;1996-12-07;M
USR-3019;2025-Q4;2005-08-07;M
USR-3020;2026-Q2;2010-10-17;M
USR-3021;2025-Q3;2003-09-12;M
USR-3022;2026-Q1;2012-11-03;M
USR-3023;2026-Q1;2010-02-07;F
USR-3024;2026-Q1;2008-08-01;F
USR-3025;2026-Q2;1998-12-01;F
USR-3026;2026-Q2;2009-06-05;F
USR-3027;2025-Q3;1993-06-06;F
USR-3028;2025-Q3;2006-04-24;M
USR-3029;2025-Q4;1994-02-19;M
USR-3030;2026-Q1;2006-12-04;M
USR-3031;2026-Q2;2005-07-24;M
USR-3032;2026-Q1;2008-05-18;M
USR-3033;2026-Q3;1996-10-20;M
USR-3034;2026-Q3;2005-05-22;M
USR-3035;2026-Q1;2005-01-24;M
USR-3036;2026-Q3;2005-03-07;M
USR-3037;2026-Q3;2002-07-14;M
USR-3038;2026-Q2;2008-02-16;M
USR-3039;2026-Q2;2005-01-05;F
USR-3040;2026-Q2;2010-10-14;M
USR-3041;2026-Q1;2010-02-04;M
USR-3042;2026-Q1;2006-11-24;M
USR-3043;2025-Q4;2002-08-05;M
USR-3044;2026-Q2;2005-02-20;M
USR-3045;2026-Q1;1999-05-12;M
USR-3046;2026-Q1;2011-11-25;M
USR-3047;2026-Q1;1994-10-15;M
USR-3048;2026-Q3;2012-10-03;M
USR-3049;2025-Q3;2005-07-13;F
USR-3050;2025-Q3;2007-12-14;M
USR-3051;2025-Q4;1997-03-01;F
USR-3052;2025-Q3;2007-08-14;M
USR-3053;2026-Q3;2005-06-23;M
USR-3054;2026-Q2;2010-09-09;M
USR-3055;2025-Q3;2012-10-07;M
USR-3056;2026-Q3;1997-03-03;M
USR-3057;2026-Q3;1997-01-05;M
USR-3058;2026-Q2;2009-08-02;M
USR-3059;2026-Q2;2005-06-04;M
USR-3060;2026-Q2;2005-12-01;M
USR-3061;2026-Q1;2005-11-27;M
USR-3062;2026-Q1;2011-04-26;M
USR-3063;2026-Q3;2010-12-16;M
USR-3064;2026-Q3;2005-10-10;M
USR-3065;2026-Q1;2005-06-24;M
USR-3066;2025-Q4;1998-03-20;M
USR-3067;2025-Q3;1994-06-02;M
USR-3068;2025-Q3;2010-04-22;M
USR-3069;2025-Q4;2007-02-17;M
USR-3070;2025-Q3;2005-11-15;M
USR-3071;2026-Q3;1996-10-27;M
USR-3072;2026-Q3;2012-12-27;M
USR-3073;2026-Q2;2006-06-11;M
USR-3074;2026-Q2;2010-07-09;M
USR-3075;2026-Q2;2007-07-06;M
USR-3076;2026-Q2;2006-06-03;M
USR-3077;2025-Q3;2006-10-18;F
USR-3078;2025-Q3;2007-12-13;M
USR-3079;2025-Q4;2003-10-14;M
USR-3080;2026-Q3;1999-07-10;M
USR-3081;2026-Q2;2006-10-25;M
USR-3082;2025-Q4;2007-03-20;F
USR-3083;2026-Q1;2006-07-15;F
USR-3084;2026-Q1;2006-11-21;M
USR-3085;2025-Q3;1996-04-09;M
USR-3086;2025-Q3;2006-09-12;M
USR-3087;2026-Q1;1999-05-09;M
USR-3088;2026-Q1;2004-02-16;M
USR-3089;2026-Q2;1994-10-24;M
USR-3090;2025-Q4;2003-03-01;M
USR-3091;2026-Q1;2012-01-10;M
USR-3092;2026-Q1;1996-03-25;M
USR-3093;2026-Q2;1995-12-08;M
USR-3094;2026-Q3;1993-02-13;M
USR-3095;2026-Q2;2005-02-10;M
USR-3096;2026-Q1;2010-08-07;M
USR-3097;2026-Q1;2010-05-08;F
USR-3098;2026-Q2;2002-11-11;F
USR-3099;2026-Q2;1997-01-21;M
USR-3100;2025-Q4;2010-01-05;M
