user_id;cohort;birth_date;gender
USR-3000;2026-Q2;2007-05-27;M
USR-3001;2026-Q1;1995-12-01;M
USR-3002;2025-Q4;2007-05-17;F
USR-3003;2026-Q2;2010-02-09;M
USR-3004;2025-Q3;1997-09-10;M
USR-3005;2026-Q2;1997-10-28;F
USR-3006;2026-Q1;2012-06-03;M
USR-3007;2026-Q3;2008-04-14;M
USR-3008;2025-Q4;2004-05-21;M
USR-3009;2025-Q4;2008-11-15;F
USR-3010;2026-Q2;2009-10-23;M
USR-3011;2026-Q2;2010-04-07;M
USR-3012;2026-Q3;2005-12-24;M
USR-3013;2026-Q1;2005-02-26;M
USR-3014;2025-Q3;2010-05-14;F
USR-3015;2025-Q4;2005-11-05;M
USR-3016;2025-Q3;2012-03-12;F
USR-3017;2026-Q2;2005-01-27;M
USR-3018;2026-Q3;2003-01-03;M
USR-3019;2026-Q2;2006-11-12;M
USR-3020;2026-Q1;2012-12-24;M
USR-3021;2026-Q1;2006-06-09;M
USR-3022;2026-Q3;2007-03-24;M
USR-3023;2026-Q2;2005-10-01;F
USR-3024;2025-Q4;2003-05-17;M
USR-3025;2025-Q4;2005-04-19;M
USR-3026;2026-Q1;2005-10-01;M
USR-3027;2025-Q3;2007-11-24;M
USR-3028;2026-Q1;2002-08-17;M
USR-3029;2025-Q3;2011-05-22;M
USR-3030;2025-Q4;2005-06-20;M
USR-3031;2026-Q2;2004-11-04;F
USR-3032;2025-Q3;2005-09-12;M
USR-3033;2026-Q2;1996-07-21;M
USR-3034;2026-Q2;2005-06-10;M
USR-3035;2026-Q2;2011-10-21;M
USR-3036;2026-Q3;1996-04-27;M
USR-3037;2026-Q1;2005-02-26;M
USR-3038;2025-Q4;2007-06-17;M
USR-3039;2026-Q2;1993-12-26;M
USR-3040;2026-Q1;2003-05-28;F
USR-3041;2026-Q1;2007-05-19;M
USR-3042;2025-Q3;1996-09-18;M
USR-3043;2026-Q3;1996-01-06;M
USR-3044;2025-Q3;2007-08-12;M
USR-3045;2026-Q3;1996-04-05;M
USR-3046;2026-Q1;2004-02-27;M
USR-3047;2026-Q3;2005-06-18;F
USR-3048;2026-Q3;2004-11-09;M
USR-3049;2026-Q3;2004-05-01;M
USR-3050;2026-Q2;2011-01-04;M
USR-3051;2025-Q4;2011-10-15;M
USR-3052;2026-Q1;2005-12-04;M
USR-3053;2026-Q1;2003-09-20;M
USR-3054;2026-Q2;2011-12-28;M
USR-3055;2026-Q1;2007-08-25;M
USR-3056;2026-Q2;2004-04-09;M
USR-3057;2026-Q1;2010-09-04;M
USR-3058;2026-Q3;2004-04-15;F
USR-3059;2026-Q2;2005-09-27;M
USR-3060;2026-Q2;2012-06-18;M
USR-3061;2026-Q1;2005-07-08;M
USR-3062;2026-Q1;2005-09-04;M
USR-3063;2025-Q4;2003-10-12;M
USR-3064;2026-Q2;2012-07-04;M
USR-3065;2026-Q1;1996-10-10;M
USR-3066;2025-Q4;2002-11-08;M
USR-3067;2025-Q4;2005-10-26;F
USR-3068;2026-Q1;1995-07-26;M
USR-3069;2026-Q2;2006-01-26;M
USR-3070;2026-Q1;2010-04-17;M
USR-3071;2026-Q2;2011-07-23;M
USR-3072;2026-Q2;2004-01-14;M
USR-3073;2025-Q4;2004-06-25;F
USR-3074;2026-Q3;2005-06-23;M
USR-3075;2026-Q1;2004-05-22;M
USR-3076;2026-Q2;2005-07-10;M
