session_id;user_id;pc_id;pc_zone;date;hours_played;pc_paid;discount_promo;bar_orders
SESS-30000;USR-3085;PC-05;Bootcamp;2026-08-14 18:47:00;2;300;0;"[{""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-15"", ""qty"": 2, ""price"": 140}, {""item_id"": ""BAR-13"", ""qty"": 2, ""price"": 90}]"
SESS-30001;USR-3292;PC-10;VIP;2026-08-06 06:41:00;2;400;0;[]
SESS-30002;USR-3132;PC-19;Standard;2026-08-15 08:13:00;1;100;0;[]
SESS-30003;USR-3381;PC-29;Bootcamp;2026-08-21 20:27:00;3;450;0;"[{""item_id"": ""BAR-05"", ""qty"": 2, ""price"": 70}, {""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30004;USR-3438;PC-04;Bootcamp;2026-08-31 20:21:00;2;300;0;[]
SESS-30005;USR-3020;PC-26;Bootcamp;2026-08-14 13:51:00;4;540;1;"[{""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30006;USR-3263;PC-14;Standard;2026-08-25 10:56:00;4;400;0;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}]"
SESS-30007;USR-3610;PC-03;PS5;2026-08-20 06:23:00;3;750;0;"[{""item_id"": ""BAR-10"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30008;USR-3328;PC-12;Standard;2026-08-06 01:39:00;4;360;1;"[{""item_id"": ""BAR-06"", ""qty"": 2, ""price"": 160}]"
SESS-30009;USR-3292;PC-09;Bootcamp;2026-08-20 04:14:00;1;150;0;"[{""item_id"": ""BAR-13"", ""qty"": 1, ""price"": 90}]"
SESS-30010;USR-3320;PC-29;Bootcamp;2026-08-15 23:57:00;1;150;0;[]
SESS-30011;USR-3107;PC-07;VIP;2026-08-30 04:56:00;4;800;0;[]
SESS-30012;USR-3350;PC-29;Bootcamp;2026-08-07 11:52:00;2;300;0;[]
SESS-30013;USR-3143;PC-21;Standard;2026-08-27 00:23:00;2;200;0;"[{""item_id"": ""BAR-02"", ""qty"": 3, ""price"": 200}, {""item_id"": ""BAR-03"", ""qty"": 1, ""price"": 240}]"
SESS-30014;USR-3155;PC-10;Standard;2026-08-12 05:30:00;2;200;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-13"", ""qty"": 2, ""price"": 90}]"
SESS-30015;USR-3268;PC-01;Standard;2026-08-20 18:19:00;2;200;0;"[{""item_id"": ""BAR-08"", ""qty"": 1, ""price"": 70}]"
SESS-30016;;PC-28;Standard;2026-08-17 19:24:00;3;300;0;"[{""item_id"": ""BAR-01"", ""qty"": 2, ""price"": 120}]"
SESS-30017;USR-3112;PC-10;Standard;2026-08-24 23:40:00;5;450;1;"[{""item_id"": ""BAR-03"", ""qty"": 2, ""price"": 240}, {""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}]"
SESS-30018;USR-3638;PC-07;Standard;2026-08-27 05:22:00;1;100;0;[]
SESS-30019;USR-3120;PC-24;Standard;2026-08-14 01:39:00;3;300;0;[]
SESS-30020;USR-3468;PC-25;Bootcamp;2026-08-09 10:08:00;2;300;0;[]
SESS-30021;USR-3568;PC-40;Standard;2026-08-20 15:24:00;2;200;0;[]
SESS-30022;USR-3136;PC-28;Bootcamp;2026-08-06 16:32:00;2;300;0;"[{""item_id"": ""BAR-01"", ""qty"": 1, ""price"": 120}]"
SESS-30023;USR-3527;PC-14;Standard;2026-08-10 11:50:00;4;400;0;"[{""item_id"": ""BAR-09"", ""qty"": 1, ""price"": 90}, {""item_id"": ""BAR-05"", ""qty"": 1, ""price"": 70}]"
SESS-30024;USR-3044;PC-23;VIP;2026-08-16 10:47:00;3;540;1;"[{""item_id"": ""BAR-12"", ""qty"": 1, ""price"": 260}, {""item_id"": ""BAR-14"", ""qty"": 2, ""price"": 110}, {""item_id"": ""BAR-07"", ""qty"": 2, ""price"": 280}]"
SESS-30025;USR-3187;PC-22;Bootcamp;2026-08-12 02:29:00;4;600;0;"[{""item_id"": ""BAR-06"", ""qty"": 1, ""price"": 160}, {""item_id"": ""BAR-02"", ""qty"": 2, ""price"": 200}]"
SESS-30026;USR-3125;PC-14;Standard;2026-08-23 10:27:00;3;300;0;[]
SESS-30027;USR-3417;PC-24;Standard;2026-08-22 16:38:00;3;300;0;[]
SESS-30028;USR-3495;PC-02;Standard;2026-08-26 08:56:00;3;300;0;[]
SESS-30029;USR-3146;PC-16;Bootcamp;2026-08-21 06:44:00;2;300;0;[]
SESS-30030;USR-3176;PC-30;Standard;2026-08-04 03:19:00;1;100;0;[]
