session_id;user_id;pc_id;date;hours_played;discount_promo
SESS-10000;USR-1144;PC-01;2026-08-12 18:45:00;8;0
SESS-10001;USR-1027;PC-26;2026-08-10 16:14:00;1;1
SESS-10002;USR-1221;PC-21;2026-08-23 15:36:00;4;1
SESS-10003;USR-1015;PC-37;2026-08-17 14:05:00;1;0
SESS-10004;USR-1165;PC-08;2026-08-27 22:49:00;2;1
SESS-10005;USR-1163;PC-20;2026-08-09 19:26:00;3;0
SESS-10006;USR-1278;PC-16;2026-08-07 22:06:00;1;0
SESS-10007;USR-1278;PC-30;2026-08-23 11:50:00;3;0
SESS-10008;USR-1433;PC-16;2026-08-10 17:57:00;2;0
SESS-10009;USR-1171;PC-22;2026-08-01 19:41:00;4;0
SESS-10010;USR-1358;PC-10;2026-08-02 19:16:00;2;0
SESS-10011;USR-1135;PC-11;2026-08-13 14:41:00;2;0
SESS-10012;USR-1391;PC-23;2026-08-17 21:22:00;4;0
SESS-10013;USR-1075;PC-21;2026-08-26 12:10:00;2;1
SESS-10014;USR-1293;PC-25;2026-08-09 13:20:00;4;0
SESS-10015;USR-1038;PC-23;2026-08-01 18:03:00;2;0
SESS-10016;USR-1099;PC-06;2026-08-18 19:26:00;1;0
SESS-10017;USR-1295;PC-30;2026-08-15 21:27:00;1;0
SESS-10018;USR-1394;PC-25;2026-08-19 09:00:00;3;0
SESS-10019;USR-1351;PC-02;2026-08-09 16:07:00;1;0
SESS-10020;USR-1005;PC-14;2026-08-23 11:56:00;1;0
SESS-10021;USR-1200;PC-30;2026-08-26 16:56:00;1;0
SESS-10022;USR-1042;PC-18;2026-08-15 17:11:00;5;1
SESS-10023;USR-1173;PC-21;2026-08-29 23:00:00;2;0
SESS-10024;USR-1249;PC-37;2026-08-18 17:59:00;1;0
SESS-10025;USR-1234;PC-26;2026-08-10 18:04:00;2;1
SESS-10026;USR-1391;PC-35;2026-08-13 12:26:00;3;0
SESS-10027;USR-1049;PC-19;2026-08-03 17:11:00;2;0
SESS-10028;USR-1340;PC-01;2026-08-23 23:31:00;1;0
