user_id;birth_date;gender;loyalty_tier
USR-2000;2006-10-11;M;Gold
USR-2001;2003-03-03;M;Bronze
USR-2002;1995-12-28;F;Bronze
USR-2003;2005-07-16;M;Standard
USR-2004;2005-12-19;M;Bronze
USR-2005;2009-09-14;M;Standard
USR-2006;2003-05-12;M;Silver
USR-2007;2010-07-15;M;Gold
USR-2008;2006-02-19;M;Standard
USR-2009;2003-03-16;M;Silver
USR-2010;1997-06-05;M;Gold
USR-2011;2003-03-26;M;Standard
USR-2012;2005-10-13;M;Standard
USR-2013;2006-11-17;M;Standard
USR-2014;1996-02-10;M;Gold
USR-2015;2004-11-08;F;Standard
USR-2016;1996-12-18;M;Standard
USR-2017;2009-12-06;M;Standard
USR-2018;1993-01-01;M;Silver
USR-2019;2010-08-07;M;Silver
USR-2020;2004-02-16;M;Gold
USR-2021;2005-07-15;M;Standard
USR-2022;2000-06-22;M;Standard
USR-2023;2003-12-24;M;Bronze
USR-2024;2012-03-24;M;Bronze
USR-2025;2005-09-05;M;Bronze
USR-2026;2012-12-27;M;Standard
USR-2027;1995-11-06;M;Gold
USR-2028;2010-06-14;F;Bronze
USR-2029;2008-12-04;F;Silver
USR-2030;2010-07-17;F;Standard
USR-2031;2005-06-18;M;Gold
USR-2032;2004-05-05;M;Bronze
USR-2033;2011-06-23;M;Bronze
USR-2034;2005-01-20;M;Standard
USR-2035;2005-11-08;M;Bronze
USR-2036;2008-05-15;M;VIP
USR-2037;2003-07-16;M;Standard
USR-2038;1999-05-22;M;Silver
USR-2039;2005-12-27;F;Standard
USR-2040;2012-04-26;M;Standard
USR-2041;2009-02-06;M;VIP
USR-2042;2006-11-11;M;Standard
USR-2043;2005-09-12;M;Bronze
USR-2044;2010-11-24;M;Standard
USR-2045;2008-05-25;M;Silver
USR-2046;1996-03-14;M;Standard
USR-2047;2010-03-08;M;Bronze
USR-2048;2009-09-25;M;Standard
USR-2049;1994-11-27;F;Standard
USR-2050;2009-12-01;M;Silver
USR-2051;2005-10-09;M;Standard
USR-2052;2010-01-12;M;VIP
USR-2053;2006-10-01;M;Gold
USR-2054;1996-03-17;F;Standard
USR-2055;2006-11-06;M;VIP
USR-2056;2008-02-02;M;Bronze
USR-2057;1998-12-11;M;Standard
USR-2058;2006-04-23;M;Standard
USR-2059;2005-01-18;M;Silver
USR-2060;2010-10-10;F;Standard
USR-2061;2008-06-15;F;Bronze
USR-2062;2012-02-15;M;Bronze
USR-2063;2010-09-07;M;Silver
USR-2064;2005-06-03;M;Bronze
USR-2065;1999-03-16;M;Silver
USR-2066;2006-04-09;M;Bronze
USR-2067;2012-11-17;M;Bronze
USR-2068;2005-11-05;M;Silver
USR-2069;2007-02-09;M;Bronze
USR-2070;2006-05-25;M;Silver
USR-2071;2004-03-12;M;Standard
USR-2072;2005-08-19;M;Bronze
USR-2073;2009-05-06;M;Bronze
USR-2074;2004-03-03;M;Bronze
USR-2075;1998-09-19;M;Bronze
USR-2076;2010-04-20;M;Standard
USR-2077;2009-11-06;M;Bronze
USR-2078;2010-02-03;M;Silver
USR-2079;2012-06-07;M;Silver
USR-2080;2004-12-22;M;Bronze
USR-2081;2012-07-16;F;Bronze
USR-2082;2003-02-17;M;Bronze
USR-2083;2006-12-15;M;Standard
USR-2084;2010-10-21;M;Bronze
USR-2085;2005-03-01;M;Standard
USR-2086;2008-06-03;M;Standard
USR-2087;1996-03-14;M;Silver
USR-2088;1996-04-16;M;Gold
USR-2089;2005-08-03;M;Bronze
USR-2090;2005-03-09;M;Bronze
USR-2091;2005-12-12;M;Silver
USR-2092;2007-01-09;M;Standard
USR-2093;2012-10-09;F;Bronze
USR-2094;2003-07-18;M;Standard
USR-2095;2006-01-18;M;Bronze
USR-2096;2005-06-12;M;Silver
USR-2097;1991-02-16;F;Bronze
USR-2098;2010-09-26;M;Silver
USR-2099;2004-06-06;F;Silver
USR-2100;2002-10-02;M;Silver
USR-2101;2006-11-25;M;Bronze
USR-2102;2005-02-12;M;Standard
USR-2103;2005-08-07;M;Standard
USR-2104;2004-05-28;M;Standard
USR-2105;1995-06-24;M;Silver
USR-2106;1997-10-07;M;Bronze
USR-2107;2007-10-22;F;Standard
USR-2108;2005-03-19;F;Silver
USR-2109;2004-01-11;F;Standard
USR-2110;2010-08-05;M;Bronze
USR-2111;2008-12-26;F;VIP
USR-2112;2002-01-07;F;Silver
USR-2113;2007-11-16;M;Bronze
USR-2114;2004-01-05;M;Silver
