user_id;cohort;birth_date;gender
USR-3000;2026-Q1;1996-12-12;M
USR-3001;2025-Q4;1996-02-16;M
USR-3002;2026-Q3;1996-04-07;F
USR-3003;2026-Q3;2005-05-21;F
USR-3004;2026-Q2;1995-03-15;M
USR-3005;2026-Q1;1996-03-09;M
USR-3006;2026-Q1;2007-12-03;M
USR-3007;2026-Q2;2009-03-03;M
USR-3008;2025-Q4;2006-02-17;M
USR-3009;2026-Q2;2006-10-16;M
USR-3010;2026-Q3;2004-09-05;M
USR-3011;2025-Q3;2010-09-24;M
USR-3012;2026-Q1;2009-06-11;M
USR-3013;2026-Q2;1996-02-18;M
USR-3014;2026-Q1;2011-08-17;M
USR-3015;2026-Q2;1996-06-07;M
USR-3016;2026-Q1;2005-08-23;M
USR-3017;2026-Q1;2005-10-05;F
USR-3018;2025-Q3;2008-10-02;M
USR-3019;2026-Q2;1992-06-25;F
USR-3020;2025-Q3;1997-07-17;M
USR-3021;2026-Q1;2004-01-21;M
USR-3022;2026-Q3;2005-05-02;M
USR-3023;2025-Q3;2006-01-24;M
USR-3024;2026-Q2;2012-04-17;F
USR-3025;2025-Q3;1996-04-14;M
USR-3026;2025-Q4;1994-08-02;M
USR-3027;2026-Q2;2008-08-27;M
USR-3028;2025-Q3;2002-07-24;M
USR-3029;2026-Q2;2009-12-13;F
USR-3030;2026-Q3;2010-01-19;M
USR-3031;2026-Q2;2005-05-08;M
USR-3032;2026-Q1;2010-12-11;M
USR-3033;2026-Q3;1997-08-21;F
USR-3034;2025-Q4;1997-04-19;M
USR-3035;2025-Q4;2012-11-17;M
USR-3036;2026-Q2;2010-04-22;M
USR-3037;2026-Q3;2008-04-02;M
USR-3038;2026-Q1;2004-10-17;M
USR-3039;2025-Q3;2005-09-24;M
USR-3040;2026-Q2;2005-11-05;M
USR-3041;2026-Q3;1997-06-26;M
USR-3042;2026-Q3;2005-01-20;M
USR-3043;2026-Q2;1996-03-15;F
USR-3044;2026-Q2;2008-04-15;M
USR-3045;2026-Q1;2001-07-05;M
USR-3046;2026-Q3;2004-07-26;M
USR-3047;2026-Q3;2004-03-03;M
USR-3048;2025-Q4;1994-10-11;M
USR-3049;2025-Q3;2005-08-07;M
USR-3050;2026-Q3;1995-12-22;M
USR-3051;2025-Q4;1995-10-21;M
USR-3052;2026-Q2;1995-04-03;M
USR-3053;2026-Q1;2004-11-21;M
USR-3054;2025-Q3;2006-02-26;M
USR-3055;2025-Q3;1998-10-24;M
USR-3056;2026-Q2;1998-07-17;M
USR-3057;2026-Q1;2012-01-10;M
USR-3058;2026-Q3;2004-03-12;M
USR-3059;2025-Q4;1998-04-13;F
USR-3060;2025-Q4;2003-01-10;M
USR-3061;2025-Q3;1996-11-27;M
USR-3062;2026-Q1;2007-01-03;M
USR-3063;2026-Q3;2001-01-06;M
USR-3064;2025-Q4;2006-12-27;M
USR-3065;2026-Q2;2006-07-14;M
USR-3066;2026-Q3;2005-12-16;M
USR-3067;2026-Q3;1996-10-18;M
USR-3068;2026-Q2;1994-08-02;M
USR-3069;2026-Q1;1993-07-05;M
USR-3070;2025-Q3;2010-11-20;M
USR-3071;2025-Q3;2006-05-21;M
USR-3072;2025-Q3;2011-06-18;M
USR-3073;2025-Q4;2009-03-27;M
USR-3074;2026-Q3;2005-10-10;M
USR-3075;2025-Q3;2003-01-10;M
USR-3076;2025-Q3;2004-07-12;M
USR-3077;2025-Q4;2010-07-03;F
USR-3078;2025-Q4;2006-04-17;M
USR-3079;2026-Q2;2009-06-18;F
USR-3080;2026-Q3;2005-07-25;M
USR-3081;2026-Q1;2012-08-07;F
USR-3082;2026-Q1;2005-07-18;F
USR-3083;2026-Q2;2002-02-13;M
USR-3084;2026-Q2;2005-08-21;M
USR-3085;2026-Q1;2010-02-05;M
USR-3086;2026-Q2;2012-01-05;F
USR-3087;2026-Q2;1996-02-16;M
USR-3088;2026-Q2;2003-11-23;M
USR-3089;2025-Q4;2004-12-23;M
USR-3090;2026-Q3;2005-12-25;M
USR-3091;2026-Q3;2011-05-17;M
USR-3092;2025-Q4;1994-05-26;M
USR-3093;2025-Q4;2006-11-16;M
USR-3094;2026-Q3;2012-09-27;M
USR-3095;2026-Q3;2005-01-08;F
USR-3096;2026-Q1;2002-12-07;F
USR-3097;2026-Q3;2005-09-03;M
USR-3098;2026-Q1;1996-03-18;F
USR-3099;2026-Q2;2005-04-07;M
USR-3100;2026-Q1;1994-05-07;M
USR-3101;2025-Q4;2005-09-05;M
USR-3102;2025-Q4;2000-09-21;M
USR-3103;2025-Q4;1994-11-07;M
USR-3104;2026-Q3;2012-09-22;F
USR-3105;2025-Q4;2011-04-08;F
USR-3106;2026-Q2;2005-08-14;M
USR-3107;2025-Q4;2004-08-07;M
USR-3108;2025-Q4;2005-11-17;M
USR-3109;2026-Q2;2012-06-05;M
USR-3110;2026-Q1;1996-02-13;M
USR-3111;2025-Q3;1997-07-18;M
USR-3112;2026-Q1;2002-04-10;M
USR-3113;2026-Q2;2005-08-04;F
USR-3114;2025-Q4;2007-02-05;F
USR-3115;2026-Q3;2002-01-17;M
USR-3116;2026-Q2;1998-01-14;M
USR-3117;2026-Q2;2007-05-27;M
USR-3118;2026-Q2;2010-09-17;M
USR-3119;2026-Q2;2003-04-05;M
USR-3120;2025-Q4;2007-10-20;M
USR-3121;2025-Q3;2006-08-08;F
USR-3122;2026-Q1;1997-02-13;F
USR-3123;2026-Q1;2003-04-21;M
USR-3124;2025-Q4;2003-12-14;M
USR-3125;2026-Q1;1996-10-26;M
USR-3126;2025-Q4;2004-01-16;M
USR-3127;2026-Q3;2006-02-28;F
USR-3128;2025-Q3;2005-09-13;M
USR-3129;2026-Q1;2006-10-15;M
USR-3130;2026-Q1;2005-12-08;M
USR-3131;2026-Q1;2010-05-06;M
USR-3132;2026-Q2;2006-12-10;F
USR-3133;2025-Q4;2010-07-10;M
USR-3134;2025-Q3;1996-08-08;M
USR-3135;2026-Q3;2010-10-27;M
USR-3136;2026-Q1;2005-07-09;M
USR-3137;2026-Q1;1997-09-24;M
USR-3138;2025-Q4;2009-01-27;M
USR-3139;2026-Q3;2006-08-16;F
USR-3140;2025-Q3;1996-07-19;M
USR-3141;2026-Q1;2010-04-26;M
USR-3142;2026-Q2;2003-10-16;M
USR-3143;2026-Q1;2005-11-10;M
