user_id;cohort;birth_date;gender
USR-3000;2026-Q2;1998-06-02;M
USR-3001;2026-Q3;2005-11-19;M
USR-3002;2026-Q1;1998-10-10;M
USR-3003;2025-Q4;1997-05-18;M
USR-3004;2025-Q3;1996-10-23;M
USR-3005;2026-Q1;2010-05-04;F
USR-3006;2026-Q2;2005-08-05;F
USR-3007;2026-Q1;1998-08-23;M
USR-3008;2025-Q4;1997-01-10;M
USR-3009;2025-Q3;2010-04-21;F
USR-3010;2026-Q1;1998-04-21;M
USR-3011;2026-Q3;2006-01-09;M
USR-3012;2025-Q4;2004-11-23;M
USR-3013;2025-Q4;2005-06-04;F
USR-3014;2026-Q3;1995-08-11;M
USR-3015;2026-Q1;2005-03-18;M
USR-3016;2025-Q4;2007-05-12;M
USR-3017;2026-Q1;2001-12-02;F
USR-3018;2026-Q2;1996-04-04;M
USR-3019;2026-Q2;2005-09-09;M
USR-3020;2025-Q3;1999-10-04;F
USR-3021;2026-Q1;1999-10-01;M
USR-3022;2026-Q3;1996-05-15;M
USR-3023;2025-Q4;2004-10-20;M
USR-3024;2026-Q2;1996-05-02;F
USR-3025;2026-Q3;2004-05-20;M
USR-3026;2025-Q4;1997-06-27;M
USR-3027;2026-Q1;2005-07-28;M
USR-3028;2025-Q3;2010-03-17;M
USR-3029;2026-Q1;2004-10-08;M
USR-3030;2026-Q3;2002-05-24;M
USR-3031;2026-Q1;2005-01-03;M
USR-3032;2026-Q3;2003-08-05;M
USR-3033;2026-Q1;2006-09-09;F
USR-3034;2026-Q1;1996-08-01;M
USR-3035;2026-Q3;1998-04-13;M
USR-3036;2025-Q4;2007-12-23;M
USR-3037;2026-Q2;2012-11-03;M
USR-3038;2026-Q3;2005-10-04;M
USR-3039;2026-Q1;2006-11-17;M
USR-3040;2025-Q4;2008-09-03;M
USR-3041;2025-Q3;1995-12-27;M
USR-3042;2026-Q2;2005-05-19;F
USR-3043;2026-Q2;1996-07-24;M
USR-3044;2026-Q2;2005-10-19;M
USR-3045;2025-Q4;2011-08-08;M
USR-3046;2026-Q2;2007-03-18;M
USR-3047;2026-Q3;2011-11-25;F
USR-3048;2025-Q3;2004-06-03;M
USR-3049;2025-Q4;1995-03-26;M
USR-3050;2026-Q3;2010-08-12;M
USR-3051;2026-Q2;2011-11-09;M
USR-3052;2025-Q4;1996-01-10;M
USR-3053;2026-Q2;1998-06-07;M
USR-3054;2025-Q3;2008-06-15;M
USR-3055;2026-Q2;2005-08-28;M
USR-3056;2025-Q4;2009-02-28;M
USR-3057;2026-Q1;2006-07-05;M
USR-3058;2026-Q1;2005-04-11;M
USR-3059;2026-Q3;2007-11-06;M
USR-3060;2026-Q2;1994-07-08;M
USR-3061;2026-Q1;2009-09-14;M
